warehouse_id,product_id,product_name,category_name,brand,unit_size,shelf_id,bin_id,zone_id,rack_id,shelf_level,slot_no,slot_capacity_units,opening_stock_units,received_units,current_stock_units,reserved_stock_units,available_stock_units,damaged_units,cost_price_rs,selling_price_rs,stock_value_rs,potential_sales_value_rs,margin_per_unit_rs,avg_weekly_demand_units,weeks_of_cover,target_stock_units,shortage_units,reorder_flag,stock_status,snapshot_date,_row_id,_source_file,_source_sheet,_staged_at
WH-KOL-001,CHO-001,Cadbury Dairy Milk,Chocolates & Confectionery,Cadbury,20 g,WH-KOL-001-Z01-R01-S03,WH-KOL-001-Z01-R01-S03-B01,Z01,R01,S03,1,200,64,23,40,3,37,0,62.0,71.4,,,9.4,7.0,,,,,Healthy,2026-08-31,11,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-002,Cadbury 5 Star,Chocolates & Confectionery,Cadbury,20 g,WH-KOL-001-Z01-R01-S03,WH-KOL-001-Z01-R01-S03-B02,Z01,R01,S03,2,200,63,39,42,3,39,0,62.0,71.4,,,9.4,6.4,,,,,Healthy,2026-08-31,12,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-003,Cadbury Silk,Chocolates & Confectionery,Cadbury,20 g,WH-KOL-001-Z01-R01-S03,WH-KOL-001-Z01-R01-S03-B03,Z01,R01,S03,3,200,64,8,52,3,49,0,91.4,105.2,,,13.8,7.6,,,,,Healthy,2026-08-31,13,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-004,Cadbury Perk,Chocolates & Confectionery,Cadbury,20 g,WH-KOL-001-Z01-R01-S03,WH-KOL-001-Z01-R01-S03-B04,Z01,R01,S03,4,200,47,15,46,3,43,0,62.0,71.4,,,9.4,5.5,,,,,Healthy,2026-08-31,14,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-005,Nestlé KitKat,Chocolates & Confectionery,Nestlé,20 g,WH-KOL-001-Z01-R01-S03,WH-KOL-001-Z01-R01-S03-B05,Z01,R01,S03,5,200,56,56,49,2,47,0,62.0,71.4,,,9.4,5.1,,,,,Healthy,2026-08-31,15,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-006,Nestlé Munch,Chocolates & Confectionery,Nestlé,20 g,WH-KOL-001-Z01-R01-S04,WH-KOL-001-Z01-R01-S04-B01,Z01,R01,S04,1,200,76,50,61,5,56,0,62.0,71.4,,,9.4,5.6,,,,,Healthy,2026-08-31,16,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-007,Amul Dark Chocolate,Chocolates & Confectionery,Amul,20 g,WH-KOL-001-Z01-R01-S04,WH-KOL-001-Z01-R01-S04-B02,Z01,R01,S04,2,200,46,49,45,2,43,0,63.6,73.2,,,9.6,6.3,,,,,Healthy,2026-08-31,17,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-008,Ferrero Rocher,Chocolates & Confectionery,Ferrero,20 g,WH-KOL-001-Z01-R01-S04,WH-KOL-001-Z01-R01-S04-B03,Z01,R01,S04,3,200,56,49,54,2,52,0,468.0,538.2,,,70.2,5.2,,,,,Healthy,2026-08-31,18,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-009,Cadbury Gems,Chocolates & Confectionery,Cadbury,20 g,WH-KOL-001-Z01-R01-S04,WH-KOL-001-Z01-R01-S04-B04,Z01,R01,S04,4,200,49,18,38,2,36,0,62.0,71.4,,,9.4,6.6,,,,,Healthy,2026-08-31,19,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-010,Parle Melody Toffee Pack,Chocolates & Confectionery,Parle,20 g,WH-KOL-001-Z01-R01-S04,WH-KOL-001-Z01-R01-S04-B05,Z01,R01,S04,5,200,72,20,62,5,57,0,62.0,71.4,,,9.4,4.6,,,,,Healthy,2026-08-31,20,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-001,Lay's Classic Salted,Chips & Namkeen,Lay's,50 g,WH-KOL-001-Z01-R01-S05,WH-KOL-001-Z01-R01-S05-B01,Z01,R01,S05,1,200,77,30,74,5,69,0,52.2,60.0,,,7.8,43.6,,,,,Healthy,2026-08-31,21,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-002,Lay's Magic Masala,Chips & Namkeen,Lay's,50 g,WH-KOL-001-Z01-R01-S05,WH-KOL-001-Z01-R01-S05-B02,Z01,R01,S05,2,200,108,57,99,3,96,0,52.2,60.0,,,7.8,65.0,,,,,Healthy,2026-08-31,22,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-003,Lay's Cream & Onion,Chips & Namkeen,Lay's,50 g,WH-KOL-001-Z01-R01-S05,WH-KOL-001-Z01-R01-S05-B03,Z01,R01,S05,3,200,67,51,55,2,53,0,52.2,60.0,,,7.8,16.9,,,,,Healthy,2026-08-31,23,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-004,Bingo Original Style,Chips & Namkeen,Bingo,50 g,WH-KOL-001-Z01-R01-S05,WH-KOL-001-Z01-R01-S05-B04,Z01,R01,S05,4,200,95,59,93,9,84,0,52.2,60.0,,,7.8,53.7,,,,,Healthy,2026-08-31,24,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-005,Kurkure Masala Munch,Chips & Namkeen,Kurkure,50 g,WH-KOL-001-Z01-R01-S05,WH-KOL-001-Z01-R01-S05-B05,Z01,R01,S05,5,200,78,12,61,6,55,0,52.2,60.0,,,7.8,24.5,,,,,Healthy,2026-08-31,25,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-006,Haldiram's Aloo Bhujia,Chips & Namkeen,Haldiram's,50 g,WH-KOL-001-Z01-R02-S01,WH-KOL-001-Z01-R02-S01-B01,Z01,R02,S01,1,200,93,28,82,6,76,0,52.2,60.0,,,7.8,37.2,,,,,Healthy,2026-08-31,26,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-007,Haldiram's Moong Dal,Chips & Namkeen,Haldiram's,50 g,WH-KOL-001-Z01-R02-S01,WH-KOL-001-Z01-R02-S01-B02,Z01,R02,S01,2,200,85,35,66,4,62,0,52.2,60.0,,,7.8,23.2,,,,,Healthy,2026-08-31,27,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-008,Bikaji Bikaneri Bhujia,Chips & Namkeen,Bikaji,50 g,WH-KOL-001-Z01-R02-S01,WH-KOL-001-Z01-R02-S01-B03,Z01,R02,S01,3,200,117,28,102,10,92,1,52.2,60.0,,,7.8,63.3,,,,,Healthy,2026-08-31,28,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-009,Uncle Chipps Plain Salted,Chips & Namkeen,Uncle Chipps,50 g,WH-KOL-001-Z01-R02-S01,WH-KOL-001-Z01-R02-S01-B04,Z01,R02,S01,4,200,129,26,106,3,103,1,52.2,60.0,,,7.8,64.3,,,,,Healthy,2026-08-31,29,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-010,Balaji Wafers Masala,Chips & Namkeen,Balaji,50 g,WH-KOL-001-Z01-R02-S01,WH-KOL-001-Z01-R02-S01-B05,Z01,R02,S01,5,200,126,54,108,5,103,0,52.2,60.0,,,7.8,76.1,,,,,Healthy,2026-08-31,30,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-001,Coca-Cola,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B01,Z01,R02,S02,1,200,92,56,86,7,79,0,40.0,46.0,,,6.0,108.4,,,,,Healthy,2026-08-31,31,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-002,Thums Up,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B02,Z01,R02,S02,2,200,102,2,94,6,88,0,40.0,46.0,,,6.0,66.9,,,,,Healthy,2026-08-31,32,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-003,Sprite,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B03,Z01,R02,S02,3,200,122,34,101,8,93,0,40.0,46.0,,,6.0,88.3,,,,,Healthy,2026-08-31,33,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B04,Z01,R02,S02,4,200,138,8,109,4,105,0,40.0,46.0,,,6.0,126.7,,,,,Healthy,2026-08-31,34,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-005,Fanta Orange,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B05,Z01,R02,S02,5,200,159,12,133,13,120,0,40.0,46.0,,,6.0,110.1,,,,,Healthy,2026-08-31,35,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,200 ml,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B01,Z01,R02,S03,1,200,102,6,99,6,93,0,40.0,46.0,,,6.0,95.1,,,,,Healthy,2026-08-31,36,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,200 ml,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B02,Z01,R02,S03,2,200,95,36,84,6,78,0,36.0,41.4,,,5.4,88.0,,,,,Healthy,2026-08-31,37,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-008,Paper Boat Aam Panna,Soft Drinks & Beverages,Paper Boat,200 ml,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B03,Z01,R02,S03,3,200,109,56,93,9,84,0,84.8,97.4,,,12.6,76.5,,,,,Healthy,2026-08-31,38,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-009,Red Bull Energy Drink,Soft Drinks & Beverages,Red Bull,200 ml,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B04,Z01,R02,S03,4,200,49,31,48,2,46,0,722.4,830.6,,,108.2,26.1,,,,,Healthy,2026-08-31,39,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-010,Kinley Mineral Water,Soft Drinks & Beverages,Kinley,200 ml,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B05,Z01,R02,S03,5,200,100,30,94,6,88,0,36.0,41.4,,,5.4,75.6,,,,,Healthy,2026-08-31,40,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-001,Amul Full Cream Milk,Dairy & Milk Products,Amul,200 ml,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B01,Z01,R02,S04,1,200,69,42,57,4,53,0,319.0,367.0,,,48.0,28.5,,,,,Healthy,2026-08-31,41,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,Amul,200 ml,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B02,Z01,R02,S04,2,200,113,14,96,7,89,0,59.8,68.8,,,9.0,61.0,,,,,Healthy,2026-08-31,42,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-003,Mother Dairy Toned Milk,Dairy & Milk Products,Mother Dairy,200 ml,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B03,Z01,R02,S04,3,200,54,1,49,5,44,0,58.8,67.8,,,9.0,19.2,,,,,Healthy,2026-08-31,43,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-004,Amul Masti Dahi,Dairy & Milk Products,Amul,100 g,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B04,Z01,R02,S04,4,200,57,30,52,5,47,0,70.0,80.6,,,10.6,23.4,,,,,Healthy,2026-08-31,44,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-005,Mother Dairy Curd,Dairy & Milk Products,Mother Dairy,100 g,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B05,Z01,R02,S04,5,200,164,38,139,5,134,0,68.8,79.2,,,10.4,107.8,,,,,Healthy,2026-08-31,45,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-006,Amul Butter,Dairy & Milk Products,Amul,100 g,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B01,Z01,R02,S05,1,200,84,18,70,7,63,0,428.2,492.2,,,64.0,25.2,,,,,Healthy,2026-08-31,46,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-007,Amul Paneer,Dairy & Milk Products,Amul,100 g,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B02,Z01,R02,S05,2,200,83,57,61,4,57,0,309.8,356.2,,,46.4,23.7,,,,,Healthy,2026-08-31,47,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-008,Amul Cheese Slices,Dairy & Milk Products,Amul,100 g,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B03,Z01,R02,S05,3,200,81,27,54,5,49,0,383.6,441.0,,,57.4,28.3,,,,,Healthy,2026-08-31,48,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-009,Epigamia Greek Yogurt,Dairy & Milk Products,Epigamia,100 g,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B04,Z01,R02,S05,4,200,78,50,48,5,43,0,705.6,811.2,,,105.6,18.9,,,,,Healthy,2026-08-31,49,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-010,Amul Fresh Cream,Dairy & Milk Products,Amul,200 ml,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B05,Z01,R02,S05,5,200,148,48,120,7,113,1,319.0,367.0,,,48.0,75.2,,,,,Healthy,2026-08-31,50,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-001,Britannia White Bread,Bread & Bakery,Britannia,200 g,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B01,Z02,R01,S01,1,200,68,24,42,3,39,0,42.8,49.2,,,6.4,22.7,,,,,Healthy,2026-08-31,51,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-002,Britannia Brown Bread,Bread & Bakery,Britannia,200 g,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B02,Z02,R01,S01,2,200,74,21,54,3,51,0,42.8,49.2,,,6.4,31.7,,,,,Healthy,2026-08-31,52,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-003,Modern Milk Bread,Bread & Bakery,Modern,200 g,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B03,Z02,R01,S01,3,200,107,56,85,8,77,0,42.8,49.2,,,6.4,63.8,,,,,Healthy,2026-08-31,53,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-004,Harvest Gold White Bread,Bread & Bakery,Harvest Gold,200 g,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B04,Z02,R01,S01,4,200,122,0,101,10,91,1,42.8,49.2,,,6.4,105.4,,,,,Healthy,2026-08-31,54,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-005,Britannia Fruit Cake,Bread & Bakery,Britannia,200 g,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B05,Z02,R01,S01,5,200,54,36,40,1,39,0,162.4,186.8,,,24.4,23.9,,,,,Healthy,2026-08-31,55,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-006,Monginis Chocolate Cake,Bread & Bakery,Monginis,200 g,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B01,Z02,R01,S02,1,200,50,26,49,3,46,0,162.4,186.8,,,24.4,22.0,,,,,Healthy,2026-08-31,56,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-007,Monginis Cream Roll,Bread & Bakery,Monginis,200 g,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B02,Z02,R01,S02,2,200,72,23,55,5,50,0,85.6,98.4,,,12.8,22.1,,,,,Healthy,2026-08-31,57,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-008,Modern Sandwich Bread,Bread & Bakery,Modern,200 g,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B03,Z02,R01,S02,3,200,85,37,57,2,55,0,42.8,49.2,,,6.4,25.8,,,,,Healthy,2026-08-31,58,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-009,Britannia Croissant,Bread & Bakery,Britannia,200 g,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B04,Z02,R01,S02,4,200,82,32,55,2,53,0,94.0,108.0,,,14.0,26.7,,,,,Healthy,2026-08-31,59,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-010,Theobroma Brownie Box,Bread & Bakery,Theobroma,200 g,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B05,Z02,R01,S02,5,200,69,24,44,3,41,0,422.2,485.6,,,63.4,32.3,,,,,Healthy,2026-08-31,60,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-001,India Gate Basmati Rice,Rice & Staples,India Gate,500 g,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B01,Z02,R01,S03,1,200,42,3,38,3,35,0,259.4,298.4,,,39.0,4.8,,,,,Healthy,2026-08-31,61,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-002,Daawat Basmati Rice,Rice & Staples,Daawat,500 g,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B02,Z02,R01,S03,2,200,66,43,53,4,49,0,255.0,293.2,,,38.2,7.5,,,,,Healthy,2026-08-31,62,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-003,Fortune Rozana Rice,Rice & Staples,Fortune,500 g,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B03,Z02,R01,S03,3,200,51,49,44,2,42,0,231.8,266.6,,,34.8,6.1,,,,,Healthy,2026-08-31,63,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-004,Gobindobhog Rice,Rice & Staples,Local Premium,500 g,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B04,Z02,R01,S03,4,200,65,15,45,1,44,0,231.8,266.6,,,34.8,5.7,,,,,Healthy,2026-08-31,64,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-005,India Gate Dubar Rice,Rice & Staples,India Gate,500 g,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B05,Z02,R01,S03,5,200,76,45,56,3,53,0,259.4,298.4,,,39.0,6.7,,,,,Healthy,2026-08-31,65,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-006,Daawat Sona Masuri Rice,Rice & Staples,Daawat,500 g,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B01,Z02,R01,S04,1,200,57,54,44,1,43,0,255.0,293.2,,,38.2,7.5,,,,,Healthy,2026-08-31,66,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-007,Lal Qilla Basmati Rice,Rice & Staples,Lal Qilla,500 g,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B02,Z02,R01,S04,2,200,65,50,62,3,59,0,231.8,266.6,,,34.8,7.6,,,,,Healthy,2026-08-31,67,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-008,Fortune Everyday Rice,Rice & Staples,Fortune,500 g,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B03,Z02,R01,S04,3,200,83,8,56,2,54,0,231.8,266.6,,,34.8,7.6,,,,,Healthy,2026-08-31,68,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-009,Kohinoor Basmati Rice,Rice & Staples,Kohinoor,500 g,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B04,Z02,R01,S04,4,200,72,25,50,2,48,0,231.8,266.6,,,34.8,5.0,,,,,Healthy,2026-08-31,69,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-010,Miniket Rice,Rice & Staples,Local,500 g,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B05,Z02,R01,S04,5,200,75,43,59,3,56,0,231.8,266.6,,,34.8,7.1,,,,,Healthy,2026-08-31,70,inventory_stock.xlsx,Inventory_Position,2026-09-21T14:25:30.977573+00:00
