warehouse_id,shelf_id,zone_id,rack_id,shelf_level,shelf_capacity_units,product_slots,used_units,free_units,space_utilization_pct,_row_id,_source_file,_source_sheet,_staged_at
WH-KOL-002,WH-KOL-002-Z04-R01-S04,Z04,R01,S04,1000,5,215,785,21.5,74,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,WH-KOL-002-Z04-R01-S05,Z04,R01,S05,1000,5,182,818,18.2,75,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,WH-KOL-002-Z04-R02-S01,Z04,R02,S01,1000,5,212,788,21.2,76,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,WH-KOL-002-Z04-R02-S02,Z04,R02,S02,1000,5,281,719,28.1,77,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,WH-KOL-002-Z04-R02-S03,Z04,R02,S03,1000,5,341,659,34.1,78,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,WH-KOL-002-Z04-R02-S04,Z04,R02,S04,1000,5,224,776,22.4,79,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,WH-KOL-002-Z04-R02-S05,Z04,R02,S05,1000,5,213,787,21.3,80,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z01-R01-S01,Z01,R01,S01,1000,5,336,664,33.6,81,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z01-R01-S02,Z01,R01,S02,1000,5,347,653,34.7,82,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z01-R01-S03,Z01,R01,S03,1000,5,237,763,23.7,83,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z01-R01-S04,Z01,R01,S04,1000,5,197,803,19.7,84,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z01-R01-S05,Z01,R01,S05,1000,5,376,624,37.6,85,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z01-R02-S01,Z01,R02,S01,1000,5,365,635,36.5,86,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z01-R02-S02,Z01,R02,S02,1000,5,431,569,43.1,87,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z01-R02-S03,Z01,R02,S03,1000,5,416,584,41.6,88,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z01-R02-S04,Z01,R02,S04,1000,5,360,640,36.0,89,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z01-R02-S05,Z01,R02,S05,1000,5,285,715,28.5,90,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z02-R01-S01,Z02,R01,S01,1000,5,271,729,27.1,91,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z02-R01-S02,Z02,R01,S02,1000,5,235,765,23.5,92,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z02-R01-S03,Z02,R01,S03,1000,5,242,758,24.2,93,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z02-R01-S04,Z02,R01,S04,1000,5,249,751,24.9,94,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z02-R01-S05,Z02,R01,S05,1000,5,216,784,21.6,95,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z02-R02-S01,Z02,R02,S01,1000,5,242,758,24.2,96,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z02-R02-S02,Z02,R02,S02,1000,5,230,770,23.0,97,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z02-R02-S03,Z02,R02,S03,1000,5,240,760,24.0,98,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z02-R02-S04,Z02,R02,S04,1000,5,206,794,20.6,99,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z02-R02-S05,Z02,R02,S05,1000,5,237,763,23.7,100,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z03-R01-S01,Z03,R01,S01,1000,5,224,776,22.4,101,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z03-R01-S02,Z03,R01,S02,1000,5,268,732,26.8,102,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z03-R01-S03,Z03,R01,S03,1000,5,261,739,26.1,103,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z03-R01-S04,Z03,R01,S04,1000,5,330,670,33.0,104,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z03-R01-S05,Z03,R01,S05,1000,5,270,730,27.0,105,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z03-R02-S01,Z03,R02,S01,1000,5,263,737,26.3,106,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z03-R02-S02,Z03,R02,S02,1000,5,355,645,35.5,107,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z03-R02-S03,Z03,R02,S03,1000,5,382,618,38.2,108,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z03-R02-S04,Z03,R02,S04,1000,5,216,784,21.6,109,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z03-R02-S05,Z03,R02,S05,1000,5,226,774,22.6,110,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z04-R01-S01,Z04,R01,S01,1000,5,217,783,21.7,111,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z04-R01-S02,Z04,R01,S02,1000,5,226,774,22.6,112,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z04-R01-S03,Z04,R01,S03,1000,5,238,762,23.8,113,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z04-R01-S04,Z04,R01,S04,1000,5,255,745,25.5,114,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z04-R01-S05,Z04,R01,S05,1000,5,234,766,23.4,115,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z04-R02-S01,Z04,R02,S01,1000,5,241,759,24.1,116,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z04-R02-S02,Z04,R02,S02,1000,5,336,664,33.6,117,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z04-R02-S03,Z04,R02,S03,1000,5,407,593,40.7,118,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z04-R02-S04,Z04,R02,S04,1000,5,229,771,22.9,119,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,WH-KOL-003-Z04-R02-S05,Z04,R02,S05,1000,5,212,788,21.2,120,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z01-R01-S01,Z01,R01,S01,1000,5,351,649,35.1,121,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z01-R01-S02,Z01,R01,S02,1000,5,364,636,36.4,122,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z01-R01-S03,Z01,R01,S03,1000,5,236,764,23.6,123,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z01-R01-S04,Z01,R01,S04,1000,5,232,768,23.2,124,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z01-R01-S05,Z01,R01,S05,1000,5,306,694,30.6,125,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z01-R02-S01,Z01,R02,S01,1000,5,380,620,38.0,126,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z01-R02-S02,Z01,R02,S02,1000,5,442,558,44.2,127,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z01-R02-S03,Z01,R02,S03,1000,5,407,593,40.7,128,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z01-R02-S04,Z01,R02,S04,1000,5,377,623,37.7,129,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z01-R02-S05,Z01,R02,S05,1000,5,271,729,27.1,130,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z02-R01-S01,Z02,R01,S01,1000,5,303,697,30.3,131,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z02-R01-S02,Z02,R01,S02,1000,5,247,753,24.7,132,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z02-R01-S03,Z02,R01,S03,1000,5,225,775,22.5,133,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z02-R01-S04,Z02,R01,S04,1000,5,228,772,22.8,134,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z02-R01-S05,Z02,R01,S05,1000,5,201,799,20.1,135,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z02-R02-S01,Z02,R02,S01,1000,5,212,788,21.2,136,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z02-R02-S02,Z02,R02,S02,1000,5,249,751,24.9,137,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z02-R02-S03,Z02,R02,S03,1000,5,205,795,20.5,138,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z02-R02-S04,Z02,R02,S04,1000,5,205,795,20.5,139,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z02-R02-S05,Z02,R02,S05,1000,5,206,794,20.6,140,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z03-R01-S01,Z03,R01,S01,1000,5,206,794,20.6,141,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z03-R01-S02,Z03,R01,S02,1000,5,250,750,25.0,142,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z03-R01-S03,Z03,R01,S03,1000,5,232,768,23.2,143,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z03-R01-S04,Z03,R01,S04,1000,5,258,742,25.8,144,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z03-R01-S05,Z03,R01,S05,1000,5,256,744,25.6,145,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z03-R02-S01,Z03,R02,S01,1000,5,246,754,24.6,146,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z03-R02-S02,Z03,R02,S02,1000,5,453,547,45.3,147,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z03-R02-S03,Z03,R02,S03,1000,5,366,634,36.6,148,inventory_stock.xlsx,Shelf_Master,2026-09-21T14:25:30.977573+00:00
