warehouse_id,product_id,product_name,category_name,shelf_id,current_stock_units,available_stock_units,cost_price_rs,selling_price_rs,margin_per_unit_rs,stock_cost_value_rs,available_sales_value_rs,gross_margin_potential_rs,snapshot_date,_row_id,_source_file,_source_sheet,_staged_at
WH-KOL-001,CHO-001,Cadbury Dairy Milk,Chocolates & Confectionery,WH-KOL-001-Z01-R01-S03,40,37,62.0,71.4,9.4,,,,2026-08-31,11,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-002,Cadbury 5 Star,Chocolates & Confectionery,WH-KOL-001-Z01-R01-S03,42,39,62.0,71.4,9.4,,,,2026-08-31,12,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-003,Cadbury Silk,Chocolates & Confectionery,WH-KOL-001-Z01-R01-S03,52,49,91.4,105.2,13.8,,,,2026-08-31,13,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-004,Cadbury Perk,Chocolates & Confectionery,WH-KOL-001-Z01-R01-S03,46,43,62.0,71.4,9.4,,,,2026-08-31,14,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-005,Nestlé KitKat,Chocolates & Confectionery,WH-KOL-001-Z01-R01-S03,49,47,62.0,71.4,9.4,,,,2026-08-31,15,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-006,Nestlé Munch,Chocolates & Confectionery,WH-KOL-001-Z01-R01-S04,61,56,62.0,71.4,9.4,,,,2026-08-31,16,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-007,Amul Dark Chocolate,Chocolates & Confectionery,WH-KOL-001-Z01-R01-S04,45,43,63.6,73.2,9.6,,,,2026-08-31,17,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-008,Ferrero Rocher,Chocolates & Confectionery,WH-KOL-001-Z01-R01-S04,54,52,468.0,538.2,70.2,,,,2026-08-31,18,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-009,Cadbury Gems,Chocolates & Confectionery,WH-KOL-001-Z01-R01-S04,38,36,62.0,71.4,9.4,,,,2026-08-31,19,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-010,Parle Melody Toffee Pack,Chocolates & Confectionery,WH-KOL-001-Z01-R01-S04,62,57,62.0,71.4,9.4,,,,2026-08-31,20,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-001,Lay's Classic Salted,Chips & Namkeen,WH-KOL-001-Z01-R01-S05,74,69,52.2,60.0,7.8,,,,2026-08-31,21,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-002,Lay's Magic Masala,Chips & Namkeen,WH-KOL-001-Z01-R01-S05,99,96,52.2,60.0,7.8,,,,2026-08-31,22,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-003,Lay's Cream & Onion,Chips & Namkeen,WH-KOL-001-Z01-R01-S05,55,53,52.2,60.0,7.8,,,,2026-08-31,23,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-004,Bingo Original Style,Chips & Namkeen,WH-KOL-001-Z01-R01-S05,93,84,52.2,60.0,7.8,,,,2026-08-31,24,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-005,Kurkure Masala Munch,Chips & Namkeen,WH-KOL-001-Z01-R01-S05,61,55,52.2,60.0,7.8,,,,2026-08-31,25,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-006,Haldiram's Aloo Bhujia,Chips & Namkeen,WH-KOL-001-Z01-R02-S01,82,76,52.2,60.0,7.8,,,,2026-08-31,26,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-007,Haldiram's Moong Dal,Chips & Namkeen,WH-KOL-001-Z01-R02-S01,66,62,52.2,60.0,7.8,,,,2026-08-31,27,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-008,Bikaji Bikaneri Bhujia,Chips & Namkeen,WH-KOL-001-Z01-R02-S01,102,92,52.2,60.0,7.8,,,,2026-08-31,28,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-009,Uncle Chipps Plain Salted,Chips & Namkeen,WH-KOL-001-Z01-R02-S01,106,103,52.2,60.0,7.8,,,,2026-08-31,29,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-010,Balaji Wafers Masala,Chips & Namkeen,WH-KOL-001-Z01-R02-S01,108,103,52.2,60.0,7.8,,,,2026-08-31,30,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-001,Coca-Cola,Soft Drinks & Beverages,WH-KOL-001-Z01-R02-S02,86,79,40.0,46.0,6.0,,,,2026-08-31,31,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-002,Thums Up,Soft Drinks & Beverages,WH-KOL-001-Z01-R02-S02,94,88,40.0,46.0,6.0,,,,2026-08-31,32,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-003,Sprite,Soft Drinks & Beverages,WH-KOL-001-Z01-R02-S02,101,93,40.0,46.0,6.0,,,,2026-08-31,33,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-004,Limca,Soft Drinks & Beverages,WH-KOL-001-Z01-R02-S02,109,105,40.0,46.0,6.0,,,,2026-08-31,34,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-005,Fanta Orange,Soft Drinks & Beverages,WH-KOL-001-Z01-R02-S02,133,120,40.0,46.0,6.0,,,,2026-08-31,35,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-006,Maaza Mango,Soft Drinks & Beverages,WH-KOL-001-Z01-R02-S03,99,93,40.0,46.0,6.0,,,,2026-08-31,36,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-007,Frooti Mango,Soft Drinks & Beverages,WH-KOL-001-Z01-R02-S03,84,78,36.0,41.4,5.4,,,,2026-08-31,37,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-008,Paper Boat Aam Panna,Soft Drinks & Beverages,WH-KOL-001-Z01-R02-S03,93,84,84.8,97.4,12.6,,,,2026-08-31,38,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-009,Red Bull Energy Drink,Soft Drinks & Beverages,WH-KOL-001-Z01-R02-S03,48,46,722.4,830.6,108.2,,,,2026-08-31,39,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-010,Kinley Mineral Water,Soft Drinks & Beverages,WH-KOL-001-Z01-R02-S03,94,88,36.0,41.4,5.4,,,,2026-08-31,40,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-001,Amul Full Cream Milk,Dairy & Milk Products,WH-KOL-001-Z01-R02-S04,57,53,319.0,367.0,48.0,,,,2026-08-31,41,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,WH-KOL-001-Z01-R02-S04,96,89,59.8,68.8,9.0,,,,2026-08-31,42,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-003,Mother Dairy Toned Milk,Dairy & Milk Products,WH-KOL-001-Z01-R02-S04,49,44,58.8,67.8,9.0,,,,2026-08-31,43,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-004,Amul Masti Dahi,Dairy & Milk Products,WH-KOL-001-Z01-R02-S04,52,47,70.0,80.6,10.6,,,,2026-08-31,44,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-005,Mother Dairy Curd,Dairy & Milk Products,WH-KOL-001-Z01-R02-S04,139,134,68.8,79.2,10.4,,,,2026-08-31,45,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-006,Amul Butter,Dairy & Milk Products,WH-KOL-001-Z01-R02-S05,70,63,428.2,492.2,64.0,,,,2026-08-31,46,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-007,Amul Paneer,Dairy & Milk Products,WH-KOL-001-Z01-R02-S05,61,57,309.8,356.2,46.4,,,,2026-08-31,47,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-008,Amul Cheese Slices,Dairy & Milk Products,WH-KOL-001-Z01-R02-S05,54,49,383.6,441.0,57.4,,,,2026-08-31,48,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-009,Epigamia Greek Yogurt,Dairy & Milk Products,WH-KOL-001-Z01-R02-S05,48,43,705.6,811.2,105.6,,,,2026-08-31,49,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-010,Amul Fresh Cream,Dairy & Milk Products,WH-KOL-001-Z01-R02-S05,120,113,319.0,367.0,48.0,,,,2026-08-31,50,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-001,Britannia White Bread,Bread & Bakery,WH-KOL-001-Z02-R01-S01,42,39,42.8,49.2,6.4,,,,2026-08-31,51,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-002,Britannia Brown Bread,Bread & Bakery,WH-KOL-001-Z02-R01-S01,54,51,42.8,49.2,6.4,,,,2026-08-31,52,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-003,Modern Milk Bread,Bread & Bakery,WH-KOL-001-Z02-R01-S01,85,77,42.8,49.2,6.4,,,,2026-08-31,53,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-004,Harvest Gold White Bread,Bread & Bakery,WH-KOL-001-Z02-R01-S01,101,91,42.8,49.2,6.4,,,,2026-08-31,54,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-005,Britannia Fruit Cake,Bread & Bakery,WH-KOL-001-Z02-R01-S01,40,39,162.4,186.8,24.4,,,,2026-08-31,55,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-006,Monginis Chocolate Cake,Bread & Bakery,WH-KOL-001-Z02-R01-S02,49,46,162.4,186.8,24.4,,,,2026-08-31,56,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-007,Monginis Cream Roll,Bread & Bakery,WH-KOL-001-Z02-R01-S02,55,50,85.6,98.4,12.8,,,,2026-08-31,57,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-008,Modern Sandwich Bread,Bread & Bakery,WH-KOL-001-Z02-R01-S02,57,55,42.8,49.2,6.4,,,,2026-08-31,58,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-009,Britannia Croissant,Bread & Bakery,WH-KOL-001-Z02-R01-S02,55,53,94.0,108.0,14.0,,,,2026-08-31,59,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-010,Theobroma Brownie Box,Bread & Bakery,WH-KOL-001-Z02-R01-S02,44,41,422.2,485.6,63.4,,,,2026-08-31,60,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-001,India Gate Basmati Rice,Rice & Staples,WH-KOL-001-Z02-R01-S03,38,35,259.4,298.4,39.0,,,,2026-08-31,61,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-002,Daawat Basmati Rice,Rice & Staples,WH-KOL-001-Z02-R01-S03,53,49,255.0,293.2,38.2,,,,2026-08-31,62,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-003,Fortune Rozana Rice,Rice & Staples,WH-KOL-001-Z02-R01-S03,44,42,231.8,266.6,34.8,,,,2026-08-31,63,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-004,Gobindobhog Rice,Rice & Staples,WH-KOL-001-Z02-R01-S03,45,44,231.8,266.6,34.8,,,,2026-08-31,64,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-005,India Gate Dubar Rice,Rice & Staples,WH-KOL-001-Z02-R01-S03,56,53,259.4,298.4,39.0,,,,2026-08-31,65,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-006,Daawat Sona Masuri Rice,Rice & Staples,WH-KOL-001-Z02-R01-S04,44,43,255.0,293.2,38.2,,,,2026-08-31,66,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-007,Lal Qilla Basmati Rice,Rice & Staples,WH-KOL-001-Z02-R01-S04,62,59,231.8,266.6,34.8,,,,2026-08-31,67,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-008,Fortune Everyday Rice,Rice & Staples,WH-KOL-001-Z02-R01-S04,56,54,231.8,266.6,34.8,,,,2026-08-31,68,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-009,Kohinoor Basmati Rice,Rice & Staples,WH-KOL-001-Z02-R01-S04,50,48,231.8,266.6,34.8,,,,2026-08-31,69,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-010,Miniket Rice,Rice & Staples,WH-KOL-001-Z02-R01-S04,59,56,231.8,266.6,34.8,,,,2026-08-31,70,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-001,Aashirvaad Whole Wheat Atta,"Flour, Atta & Baking Essentials",WH-KOL-001-Z02-R01-S05,55,51,218.8,251.8,33.0,,,,2026-08-31,71,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-002,Fortune Chakki Fresh Atta,"Flour, Atta & Baking Essentials",WH-KOL-001-Z02-R01-S05,50,47,218.8,251.8,33.0,,,,2026-08-31,72,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-003,Pillsbury Chakki Fresh Atta,"Flour, Atta & Baking Essentials",WH-KOL-001-Z02-R01-S05,61,56,218.8,251.8,33.0,,,,2026-08-31,73,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-004,Annapurna Atta,"Flour, Atta & Baking Essentials",WH-KOL-001-Z02-R01-S05,47,43,218.8,251.8,33.0,,,,2026-08-31,74,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-005,Aashirvaad Multigrain Atta,"Flour, Atta & Baking Essentials",WH-KOL-001-Z02-R01-S05,46,44,218.8,251.8,33.0,,,,2026-08-31,75,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-006,Tata Sampann Besan,"Flour, Atta & Baking Essentials",WH-KOL-001-Z02-R02-S01,42,39,240.8,277.0,36.2,,,,2026-08-31,76,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-007,Fortune Maida,"Flour, Atta & Baking Essentials",WH-KOL-001-Z02-R02-S01,60,55,218.8,251.8,33.0,,,,2026-08-31,77,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-008,Rajdhani Besan,"Flour, Atta & Baking Essentials",WH-KOL-001-Z02-R02-S01,48,45,218.8,251.8,33.0,,,,2026-08-31,78,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-009,Pillsbury Maida,"Flour, Atta & Baking Essentials",WH-KOL-001-Z02-R02-S01,47,44,218.8,251.8,33.0,,,,2026-08-31,79,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-010,Baking Soda,"Flour, Atta & Baking Essentials",WH-KOL-001-Z02-R02-S01,54,51,218.8,251.8,33.0,,,,2026-08-31,80,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-001,Tata Sampann Toor Dal,Pulses & Dal,WH-KOL-001-Z02-R02-S02,57,52,619.8,712.8,93.0,,,,2026-08-31,81,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-002,Tata Sampann Moong Dal,Pulses & Dal,WH-KOL-001-Z02-R02-S02,51,46,619.8,712.8,93.0,,,,2026-08-31,82,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-003,Tata Sampann Masoor Dal,Pulses & Dal,WH-KOL-001-Z02-R02-S02,58,52,619.8,712.8,93.0,,,,2026-08-31,83,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-004,Fortune Chana Dal,Pulses & Dal,WH-KOL-001-Z02-R02-S02,38,37,563.6,647.8,84.2,,,,2026-08-31,84,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-005,Fortune Urad Dal,Pulses & Dal,WH-KOL-001-Z02-R02-S02,49,44,563.6,647.8,84.2,,,,2026-08-31,85,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-006,India Gate Moong Dal,Pulses & Dal,WH-KOL-001-Z02-R02-S03,45,43,631.0,725.6,94.6,,,,2026-08-31,86,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-007,India Gate Masoor Dal,Pulses & Dal,WH-KOL-001-Z02-R02-S03,43,42,631.0,725.6,94.6,,,,2026-08-31,87,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-008,Tata Sampann Rajma,Pulses & Dal,WH-KOL-001-Z02-R02-S03,38,36,619.8,712.8,93.0,,,,2026-08-31,88,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-009,Tata Sampann Kabuli Chana,Pulses & Dal,WH-KOL-001-Z02-R02-S03,57,52,619.8,712.8,93.0,,,,2026-08-31,89,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-010,Organic Tattva Moong Dal,Pulses & Dal,WH-KOL-001-Z02-R02-S03,49,47,761.0,875.2,114.2,,,,2026-08-31,90,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-001,Fortune Sunflower Oil,Cooking Oil & Ghee,WH-KOL-001-Z02-R02-S04,53,49,690.2,793.6,103.4,,,,2026-08-31,91,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-002,Fortune Rice Bran Oil,Cooking Oil & Ghee,WH-KOL-001-Z02-R02-S04,43,40,690.2,793.6,103.4,,,,2026-08-31,92,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-003,Saffola Gold Oil,Cooking Oil & Ghee,WH-KOL-001-Z02-R02-S04,42,40,814.6,936.6,122.0,,,,2026-08-31,93,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-004,Saffola Active Oil,Cooking Oil & Ghee,WH-KOL-001-Z02-R02-S04,53,49,814.6,936.6,122.0,,,,2026-08-31,94,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-005,Emami Healthy & Tasty Mustard Oil,Cooking Oil & Ghee,WH-KOL-001-Z02-R02-S04,53,50,690.2,793.6,103.4,,,,2026-08-31,95,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-006,Fortune Soyabean Oil,Cooking Oil & Ghee,WH-KOL-001-Z02-R02-S05,48,45,690.2,793.6,103.4,,,,2026-08-31,96,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-007,Gemini Refined Sunflower Oil,Cooking Oil & Ghee,WH-KOL-001-Z02-R02-S05,55,50,690.2,793.6,103.4,,,,2026-08-31,97,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-008,Dhara Mustard Oil,Cooking Oil & Ghee,WH-KOL-001-Z02-R02-S05,55,52,690.2,793.6,103.4,,,,2026-08-31,98,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-009,Amul Pure Ghee,Cooking Oil & Ghee,WH-KOL-001-Z02-R02-S05,41,38,3312.8,3809.6,496.8,,,,2026-08-31,99,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-010,Patanjali Cow Ghee,Cooking Oil & Ghee,WH-KOL-001-Z02-R02-S05,61,59,3248.0,3735.2,487.2,,,,2026-08-31,100,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-001,Apple,Fresh Fruits,WH-KOL-001-Z03-R01-S01,60,56,385.0,442.6,57.6,,,,2026-08-31,101,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-002,Banana,Fresh Fruits,WH-KOL-001-Z03-R01-S01,61,55,175.0,201.2,26.2,,,,2026-08-31,102,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-003,Mango,Fresh Fruits,WH-KOL-001-Z03-R01-S01,52,49,280.0,322.0,42.0,,,,2026-08-31,103,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-004,Orange,Fresh Fruits,WH-KOL-001-Z03-R01-S01,51,47,166.4,191.2,24.8,,,,2026-08-31,104,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-005,Guava,Fresh Fruits,WH-KOL-001-Z03-R01-S01,54,51,148.6,170.8,22.2,,,,2026-08-31,105,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-006,Papaya,Fresh Fruits,WH-KOL-001-Z03-R01-S02,41,37,113.6,130.8,17.2,,,,2026-08-31,106,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-007,Pomegranate,Fresh Fruits,WH-KOL-001-Z03-R01-S02,99,95,385.0,442.6,57.6,,,,2026-08-31,107,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-008,Watermelon,Fresh Fruits,WH-KOL-001-Z03-R01-S02,55,52,253.0,290.8,37.8,,,,2026-08-31,108,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
