warehouse_id,product_id,shelf_id,bin_id,zone_id,rack_id,shelf_level,slot_no,slot_capacity_units,_row_id,_source_file,_source_sheet,_staged_at
WH-KOL-001,CHO-008,WH-KOL-001-Z01-R01-S04,WH-KOL-001-Z01-R01-S04-B03,Z01,R01,S04,3,200,18,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-009,WH-KOL-001-Z01-R01-S04,WH-KOL-001-Z01-R01-S04-B04,Z01,R01,S04,4,200,19,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,CHO-010,WH-KOL-001-Z01-R01-S04,WH-KOL-001-Z01-R01-S04-B05,Z01,R01,S04,5,200,20,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-001,WH-KOL-001-Z01-R01-S05,WH-KOL-001-Z01-R01-S05-B01,Z01,R01,S05,1,200,21,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-002,WH-KOL-001-Z01-R01-S05,WH-KOL-001-Z01-R01-S05-B02,Z01,R01,S05,2,200,22,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-003,WH-KOL-001-Z01-R01-S05,WH-KOL-001-Z01-R01-S05-B03,Z01,R01,S05,3,200,23,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-004,WH-KOL-001-Z01-R01-S05,WH-KOL-001-Z01-R01-S05-B04,Z01,R01,S05,4,200,24,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-005,WH-KOL-001-Z01-R01-S05,WH-KOL-001-Z01-R01-S05-B05,Z01,R01,S05,5,200,25,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-006,WH-KOL-001-Z01-R02-S01,WH-KOL-001-Z01-R02-S01-B01,Z01,R02,S01,1,200,26,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-007,WH-KOL-001-Z01-R02-S01,WH-KOL-001-Z01-R02-S01-B02,Z01,R02,S01,2,200,27,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-008,WH-KOL-001-Z01-R02-S01,WH-KOL-001-Z01-R02-S01-B03,Z01,R02,S01,3,200,28,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-009,WH-KOL-001-Z01-R02-S01,WH-KOL-001-Z01-R02-S01-B04,Z01,R02,S01,4,200,29,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,SNK-010,WH-KOL-001-Z01-R02-S01,WH-KOL-001-Z01-R02-S01-B05,Z01,R02,S01,5,200,30,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-001,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B01,Z01,R02,S02,1,200,31,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-002,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B02,Z01,R02,S02,2,200,32,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-003,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B03,Z01,R02,S02,3,200,33,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-004,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B04,Z01,R02,S02,4,200,34,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-005,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B05,Z01,R02,S02,5,200,35,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-006,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B01,Z01,R02,S03,1,200,36,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-007,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B02,Z01,R02,S03,2,200,37,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-008,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B03,Z01,R02,S03,3,200,38,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-009,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B04,Z01,R02,S03,4,200,39,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-010,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B05,Z01,R02,S03,5,200,40,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-001,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B01,Z01,R02,S04,1,200,41,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-002,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B02,Z01,R02,S04,2,200,42,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-003,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B03,Z01,R02,S04,3,200,43,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-004,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B04,Z01,R02,S04,4,200,44,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-005,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B05,Z01,R02,S04,5,200,45,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-006,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B01,Z01,R02,S05,1,200,46,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-007,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B02,Z01,R02,S05,2,200,47,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-008,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B03,Z01,R02,S05,3,200,48,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-009,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B04,Z01,R02,S05,4,200,49,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-010,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B05,Z01,R02,S05,5,200,50,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-001,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B01,Z02,R01,S01,1,200,51,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-002,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B02,Z02,R01,S01,2,200,52,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-003,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B03,Z02,R01,S01,3,200,53,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-004,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B04,Z02,R01,S01,4,200,54,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-005,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B05,Z02,R01,S01,5,200,55,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-006,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B01,Z02,R01,S02,1,200,56,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-007,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B02,Z02,R01,S02,2,200,57,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-008,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B03,Z02,R01,S02,3,200,58,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-009,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B04,Z02,R01,S02,4,200,59,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-010,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B05,Z02,R01,S02,5,200,60,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-001,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B01,Z02,R01,S03,1,200,61,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-002,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B02,Z02,R01,S03,2,200,62,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-003,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B03,Z02,R01,S03,3,200,63,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-004,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B04,Z02,R01,S03,4,200,64,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-005,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B05,Z02,R01,S03,5,200,65,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-006,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B01,Z02,R01,S04,1,200,66,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-007,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B02,Z02,R01,S04,2,200,67,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-008,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B03,Z02,R01,S04,3,200,68,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-009,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B04,Z02,R01,S04,4,200,69,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-010,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B05,Z02,R01,S04,5,200,70,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-001,WH-KOL-001-Z02-R01-S05,WH-KOL-001-Z02-R01-S05-B01,Z02,R01,S05,1,200,71,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-002,WH-KOL-001-Z02-R01-S05,WH-KOL-001-Z02-R01-S05-B02,Z02,R01,S05,2,200,72,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-003,WH-KOL-001-Z02-R01-S05,WH-KOL-001-Z02-R01-S05-B03,Z02,R01,S05,3,200,73,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-004,WH-KOL-001-Z02-R01-S05,WH-KOL-001-Z02-R01-S05-B04,Z02,R01,S05,4,200,74,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-005,WH-KOL-001-Z02-R01-S05,WH-KOL-001-Z02-R01-S05-B05,Z02,R01,S05,5,200,75,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-006,WH-KOL-001-Z02-R02-S01,WH-KOL-001-Z02-R02-S01-B01,Z02,R02,S01,1,200,76,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-007,WH-KOL-001-Z02-R02-S01,WH-KOL-001-Z02-R02-S01-B02,Z02,R02,S01,2,200,77,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-008,WH-KOL-001-Z02-R02-S01,WH-KOL-001-Z02-R02-S01-B03,Z02,R02,S01,3,200,78,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-009,WH-KOL-001-Z02-R02-S01,WH-KOL-001-Z02-R02-S01-B04,Z02,R02,S01,4,200,79,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-010,WH-KOL-001-Z02-R02-S01,WH-KOL-001-Z02-R02-S01-B05,Z02,R02,S01,5,200,80,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-001,WH-KOL-001-Z02-R02-S02,WH-KOL-001-Z02-R02-S02-B01,Z02,R02,S02,1,200,81,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-002,WH-KOL-001-Z02-R02-S02,WH-KOL-001-Z02-R02-S02-B02,Z02,R02,S02,2,200,82,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-003,WH-KOL-001-Z02-R02-S02,WH-KOL-001-Z02-R02-S02-B03,Z02,R02,S02,3,200,83,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-004,WH-KOL-001-Z02-R02-S02,WH-KOL-001-Z02-R02-S02-B04,Z02,R02,S02,4,200,84,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-005,WH-KOL-001-Z02-R02-S02,WH-KOL-001-Z02-R02-S02-B05,Z02,R02,S02,5,200,85,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-006,WH-KOL-001-Z02-R02-S03,WH-KOL-001-Z02-R02-S03-B01,Z02,R02,S03,1,200,86,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-007,WH-KOL-001-Z02-R02-S03,WH-KOL-001-Z02-R02-S03-B02,Z02,R02,S03,2,200,87,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-008,WH-KOL-001-Z02-R02-S03,WH-KOL-001-Z02-R02-S03-B03,Z02,R02,S03,3,200,88,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-009,WH-KOL-001-Z02-R02-S03,WH-KOL-001-Z02-R02-S03-B04,Z02,R02,S03,4,200,89,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-010,WH-KOL-001-Z02-R02-S03,WH-KOL-001-Z02-R02-S03-B05,Z02,R02,S03,5,200,90,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-001,WH-KOL-001-Z02-R02-S04,WH-KOL-001-Z02-R02-S04-B01,Z02,R02,S04,1,200,91,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-002,WH-KOL-001-Z02-R02-S04,WH-KOL-001-Z02-R02-S04-B02,Z02,R02,S04,2,200,92,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-003,WH-KOL-001-Z02-R02-S04,WH-KOL-001-Z02-R02-S04-B03,Z02,R02,S04,3,200,93,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-004,WH-KOL-001-Z02-R02-S04,WH-KOL-001-Z02-R02-S04-B04,Z02,R02,S04,4,200,94,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-005,WH-KOL-001-Z02-R02-S04,WH-KOL-001-Z02-R02-S04-B05,Z02,R02,S04,5,200,95,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-006,WH-KOL-001-Z02-R02-S05,WH-KOL-001-Z02-R02-S05-B01,Z02,R02,S05,1,200,96,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-007,WH-KOL-001-Z02-R02-S05,WH-KOL-001-Z02-R02-S05-B02,Z02,R02,S05,2,200,97,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-008,WH-KOL-001-Z02-R02-S05,WH-KOL-001-Z02-R02-S05-B03,Z02,R02,S05,3,200,98,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-009,WH-KOL-001-Z02-R02-S05,WH-KOL-001-Z02-R02-S05-B04,Z02,R02,S05,4,200,99,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-010,WH-KOL-001-Z02-R02-S05,WH-KOL-001-Z02-R02-S05-B05,Z02,R02,S05,5,200,100,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-001,WH-KOL-001-Z03-R01-S01,WH-KOL-001-Z03-R01-S01-B01,Z03,R01,S01,1,200,101,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-002,WH-KOL-001-Z03-R01-S01,WH-KOL-001-Z03-R01-S01-B02,Z03,R01,S01,2,200,102,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-003,WH-KOL-001-Z03-R01-S01,WH-KOL-001-Z03-R01-S01-B03,Z03,R01,S01,3,200,103,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-004,WH-KOL-001-Z03-R01-S01,WH-KOL-001-Z03-R01-S01-B04,Z03,R01,S01,4,200,104,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-005,WH-KOL-001-Z03-R01-S01,WH-KOL-001-Z03-R01-S01-B05,Z03,R01,S01,5,200,105,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-006,WH-KOL-001-Z03-R01-S02,WH-KOL-001-Z03-R01-S02-B01,Z03,R01,S02,1,200,106,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-007,WH-KOL-001-Z03-R01-S02,WH-KOL-001-Z03-R01-S02-B02,Z03,R01,S02,2,200,107,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-008,WH-KOL-001-Z03-R01-S02,WH-KOL-001-Z03-R01-S02-B03,Z03,R01,S02,3,200,108,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-009,WH-KOL-001-Z03-R01-S02,WH-KOL-001-Z03-R01-S02-B04,Z03,R01,S02,4,200,109,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-010,WH-KOL-001-Z03-R01-S02,WH-KOL-001-Z03-R01-S02-B05,Z03,R01,S02,5,200,110,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-001,WH-KOL-001-Z03-R01-S03,WH-KOL-001-Z03-R01-S03-B01,Z03,R01,S03,1,200,111,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-002,WH-KOL-001-Z03-R01-S03,WH-KOL-001-Z03-R01-S03-B02,Z03,R01,S03,2,200,112,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-003,WH-KOL-001-Z03-R01-S03,WH-KOL-001-Z03-R01-S03-B03,Z03,R01,S03,3,200,113,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-004,WH-KOL-001-Z03-R01-S03,WH-KOL-001-Z03-R01-S03-B04,Z03,R01,S03,4,200,114,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-005,WH-KOL-001-Z03-R01-S03,WH-KOL-001-Z03-R01-S03-B05,Z03,R01,S03,5,200,115,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-006,WH-KOL-001-Z03-R01-S04,WH-KOL-001-Z03-R01-S04-B01,Z03,R01,S04,1,200,116,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-007,WH-KOL-001-Z03-R01-S04,WH-KOL-001-Z03-R01-S04-B02,Z03,R01,S04,2,200,117,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-008,WH-KOL-001-Z03-R01-S04,WH-KOL-001-Z03-R01-S04-B03,Z03,R01,S04,3,200,118,inventory_stock.xlsx,Product_Shelf_Assignment,2026-09-21T14:25:30.977573+00:00
