warehouse_id,product_id,available_stock_units,avg_weekly_demand_units,weeks_of_cover,target_stock_units,shortage_units,reorder_flag,stock_status,inventory_risk,cost_price_rs,selling_price_rs,stock_cost_value_rs,available_sales_value_rs,_row_id,_source_file,_source_sheet,_staged_at
WH-KOL-001,BEV-010,88,75.6,,,,,Healthy,NORMAL,36.0,41.4,,,40,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-001,53,28.5,,,,,Healthy,NORMAL,319.0,367.0,,,41,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-002,89,61.0,,,,,Healthy,NORMAL,59.8,68.8,,,42,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-003,44,19.2,,,,,Healthy,NORMAL,58.8,67.8,,,43,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-004,47,23.4,,,,,Healthy,NORMAL,70.0,80.6,,,44,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-005,134,107.8,,,,,Healthy,NORMAL,68.8,79.2,,,45,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-006,63,25.2,,,,,Healthy,NORMAL,428.2,492.2,,,46,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-007,57,23.7,,,,,Healthy,NORMAL,309.8,356.2,,,47,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-008,49,28.3,,,,,Healthy,NORMAL,383.6,441.0,,,48,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-009,43,18.9,,,,,Healthy,NORMAL,705.6,811.2,,,49,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-010,113,75.2,,,,,Healthy,NORMAL,319.0,367.0,,,50,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-001,39,22.7,,,,,Healthy,NORMAL,42.8,49.2,,,51,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-002,51,31.7,,,,,Healthy,NORMAL,42.8,49.2,,,52,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-003,77,63.8,,,,,Healthy,NORMAL,42.8,49.2,,,53,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-004,91,105.4,,,,,Healthy,NORMAL,42.8,49.2,,,54,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-005,39,23.9,,,,,Healthy,NORMAL,162.4,186.8,,,55,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-006,46,22.0,,,,,Healthy,NORMAL,162.4,186.8,,,56,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-007,50,22.1,,,,,Healthy,NORMAL,85.6,98.4,,,57,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-008,55,25.8,,,,,Healthy,NORMAL,42.8,49.2,,,58,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-009,53,26.7,,,,,Healthy,NORMAL,94.0,108.0,,,59,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-010,41,32.3,,,,,Healthy,NORMAL,422.2,485.6,,,60,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-001,35,4.8,,,,,Healthy,NORMAL,259.4,298.4,,,61,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-002,49,7.5,,,,,Healthy,NORMAL,255.0,293.2,,,62,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-003,42,6.1,,,,,Healthy,NORMAL,231.8,266.6,,,63,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-004,44,5.7,,,,,Healthy,NORMAL,231.8,266.6,,,64,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-005,53,6.7,,,,,Healthy,NORMAL,259.4,298.4,,,65,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-006,43,7.5,,,,,Healthy,NORMAL,255.0,293.2,,,66,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-007,59,7.6,,,,,Healthy,NORMAL,231.8,266.6,,,67,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-008,54,7.6,,,,,Healthy,NORMAL,231.8,266.6,,,68,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-009,48,5.0,,,,,Healthy,NORMAL,231.8,266.6,,,69,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-010,56,7.1,,,,,Healthy,NORMAL,231.8,266.6,,,70,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-001,51,7.4,,,,,Healthy,NORMAL,218.8,251.8,,,71,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-002,47,6.8,,,,,Healthy,NORMAL,218.8,251.8,,,72,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-003,56,7.0,,,,,Healthy,NORMAL,218.8,251.8,,,73,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-004,43,5.3,,,,,Healthy,NORMAL,218.8,251.8,,,74,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-005,44,7.3,,,,,Healthy,NORMAL,218.8,251.8,,,75,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-006,39,6.1,,,,,Healthy,NORMAL,240.8,277.0,,,76,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-007,55,7.2,,,,,Healthy,NORMAL,218.8,251.8,,,77,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-008,45,6.9,,,,,Healthy,NORMAL,218.8,251.8,,,78,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-009,44,5.2,,,,,Healthy,NORMAL,218.8,251.8,,,79,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-010,51,5.3,,,,,Healthy,NORMAL,218.8,251.8,,,80,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-001,52,7.4,,,,,Healthy,NORMAL,619.8,712.8,,,81,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-002,46,7.5,,,,,Healthy,NORMAL,619.8,712.8,,,82,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-003,52,5.2,,,,,Healthy,NORMAL,619.8,712.8,,,83,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-004,37,6.1,,,,,Healthy,NORMAL,563.6,647.8,,,84,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-005,44,6.2,,,,,Healthy,NORMAL,563.6,647.8,,,85,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-006,43,7.2,,,,,Healthy,NORMAL,631.0,725.6,,,86,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-007,42,7.6,,,,,Healthy,NORMAL,631.0,725.6,,,87,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-008,36,5.8,,,,,Healthy,NORMAL,619.8,712.8,,,88,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-009,52,5.9,,,,,Healthy,NORMAL,619.8,712.8,,,89,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-010,47,5.5,,,,,Healthy,NORMAL,761.0,875.2,,,90,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-001,49,5.3,,,,,Healthy,NORMAL,690.2,793.6,,,91,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-002,40,6.7,,,,,Healthy,NORMAL,690.2,793.6,,,92,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-003,40,5.1,,,,,Healthy,NORMAL,814.6,936.6,,,93,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-004,49,5.4,,,,,Healthy,NORMAL,814.6,936.6,,,94,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-005,50,4.7,,,,,Healthy,NORMAL,690.2,793.6,,,95,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-006,45,4.9,,,,,Healthy,NORMAL,690.2,793.6,,,96,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-007,50,5.3,,,,,Healthy,NORMAL,690.2,793.6,,,97,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-008,52,4.9,,,,,Healthy,NORMAL,690.2,793.6,,,98,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-009,38,6.3,,,,,Healthy,NORMAL,3312.8,3809.6,,,99,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-010,59,7.2,,,,,Healthy,NORMAL,3248.0,3735.2,,,100,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-001,56,30.8,,,,,Healthy,NORMAL,385.0,442.6,,,101,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-002,55,30.7,,,,,Healthy,NORMAL,175.0,201.2,,,102,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-003,49,25.2,,,,,Healthy,NORMAL,280.0,322.0,,,103,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-004,47,24.1,,,,,Healthy,NORMAL,166.4,191.2,,,104,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-005,51,28.8,,,,,Healthy,NORMAL,148.6,170.8,,,105,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-006,37,27.5,,,,,Healthy,NORMAL,113.6,130.8,,,106,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-007,95,73.9,,,,,Healthy,NORMAL,385.0,442.6,,,107,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-008,52,28.7,,,,,Healthy,NORMAL,253.0,290.8,,,108,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-009,37,21.0,,,,,Healthy,NORMAL,315.0,362.2,,,109,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-010,47,22.6,,,,,Healthy,NORMAL,299.0,343.8,,,110,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-001,43,16.5,,,,,Healthy,NORMAL,56.4,65.0,,,111,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-002,43,18.4,,,,,Healthy,NORMAL,84.0,96.6,,,112,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-003,83,75.5,,,,,Healthy,NORMAL,91.0,104.8,,,113,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-004,41,21.1,,,,,Healthy,NORMAL,107.8,124.0,,,114,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-005,45,21.8,,,,,Healthy,NORMAL,230.0,264.4,,,115,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-006,50,24.4,,,,,Healthy,NORMAL,77.0,88.6,,,116,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-007,46,24.7,,,,,Healthy,NORMAL,54.6,63.0,,,117,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-008,97,47.7,,,,,Healthy,NORMAL,47.0,54.2,,,118,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-009,52,24.6,,,,,Healthy,NORMAL,107.8,124.0,,,119,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-010,75,55.4,,,,,Healthy,NORMAL,50.6,58.4,,,120,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-001,54,20.4,,,,,Healthy,NORMAL,29.4,33.6,,,121,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-002,43,21.1,,,,,Healthy,NORMAL,32.2,36.8,,,122,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-003,53,22.1,,,,,Healthy,NORMAL,32.2,36.8,,,123,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-004,48,22.5,,,,,Healthy,NORMAL,32.2,36.8,,,124,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-005,75,64.8,,,,,Healthy,NORMAL,32.2,36.8,,,125,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-006,55,21.0,,,,,Healthy,NORMAL,32.2,36.8,,,126,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-007,50,23.9,,,,,Healthy,NORMAL,32.2,36.8,,,127,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-008,71,52.1,,,,,Healthy,NORMAL,32.2,36.8,,,128,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-009,45,23.4,,,,,Healthy,NORMAL,29.4,33.6,,,129,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-010,41,23.4,,,,,Healthy,NORMAL,32.2,36.8,,,130,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-001,68,57.6,,,,,Healthy,NORMAL,196.0,225.4,,,131,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-002,75,88.1,,,,,Healthy,NORMAL,196.0,225.4,,,132,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-003,59,62.0,,,,,Healthy,NORMAL,196.0,225.4,,,133,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-004,83,73.2,,,,,Healthy,NORMAL,196.0,225.4,,,134,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-005,65,57.6,,,,,Healthy,NORMAL,196.0,225.4,,,135,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-006,68,71.2,,,,,Healthy,NORMAL,196.0,225.4,,,136,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-007,71,64.3,,,,,Healthy,NORMAL,196.0,225.4,,,137,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-008,60,61.8,,,,,Healthy,NORMAL,196.0,225.4,,,138,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-009,91,58.9,,,,,Healthy,NORMAL,829.4,953.8,,,139,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-010,92,43.9,,,,,Healthy,NORMAL,622.2,715.6,,,140,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-001,57,5.2,,,,,Healthy,NORMAL,226.2,260.0,,,141,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-002,51,4.9,,,,,Healthy,NORMAL,226.2,260.0,,,142,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-003,44,5.0,,,,,Healthy,NORMAL,207.4,238.4,,,143,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-004,58,4.8,,,,,Healthy,NORMAL,132.0,151.8,,,144,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-005,48,6.3,,,,,Healthy,NORMAL,132.0,151.8,,,145,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-006,39,4.8,,,,,Healthy,NORMAL,207.4,238.4,,,146,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-007,43,4.9,,,,,Healthy,NORMAL,196.0,225.4,,,147,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-008,42,6.2,,,,,Healthy,NORMAL,196.0,225.4,,,148,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-009,58,7.1,,,,,Healthy,NORMAL,271.4,312.2,,,149,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-010,54,6.5,,,,,Healthy,NORMAL,393.4,452.4,,,150,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,ORL-001,57,6.5,,,,,Healthy,NORMAL,282.6,324.8,,,151,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,ORL-002,38,6.7,,,,,Healthy,NORMAL,282.6,324.8,,,152,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,ORL-003,40,5.0,,,,,Healthy,NORMAL,282.6,324.8,,,153,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,ORL-004,42,5.7,,,,,Healthy,NORMAL,282.6,324.8,,,154,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,ORL-005,50,5.5,,,,,Healthy,NORMAL,282.6,324.8,,,155,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,ORL-006,53,7.6,,,,,Healthy,NORMAL,1051.6,1209.4,,,156,inventory_stock.xlsx,Inventory_Control,2026-09-21T14:25:30.977573+00:00
