source_id,source_file,sheet_name,column_name,dtype,null_count,null_pct,unique_count,min_value,max_value,mean_value,is_date,min_date,max_date,suspicious
SRC-006,Demand of last 2 years.xlsx,demand_training_data,avg_selling_price_rs,float64,0,0.0,12460,8.76,2541.41,144.10426618705034,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,promotion_flag,int64,0,0.0,2,0.0,1.0,0.18884892086330934,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,discount_pct,int64,0,0.0,7,0.0,20.0,2.1143525179856115,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,holiday_flag,int64,0,0.0,2,0.0,1.0,0.2158273381294964,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,festival_event,object,21800,78.42,15,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,season,object,0,0.0,5,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,temperature_c,float64,0,0.0,94,15.3,37.0,28.287769784172664,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,rainfall_mm,float64,0,0.0,119,0.0,132.5,20.30863309352518,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,humidity_pct,float64,0,0.0,117,48.0,93.7,70.26762589928057,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,weather_condition,object,0,0.0,4,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,stockout_flag,int64,0,0.0,2,0.0,1.0,0.02241007194244604,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,forecast_target_start,object,0,0.0,144,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,forecast_target_end,object,0,0.0,144,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,next_week_demand_target_units,int64,0,0.0,331,30.0,514.0,123.23431654676259,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,data_source,object,0,0.0,2,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,recorded_at,float64,0,0.0,1163,46279.44515233796,46279.69444444445,46279.50792935695,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,region_week_key,object,0,0.0,5560,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,region_product_week_key,object,0,0.0,27800,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,assortment_size,int64,0,0.0,1,200.0,200.0,200.0,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,rank_scope,object,0,0.0,1,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,rank_basis,object,0,0.0,1,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,selling_unit_workbook,object,0,0.0,1,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,selling_unit_sheet,object,0,0.0,139,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,selling_unit_source_row,int64,0,0.0,200,3.0,7807.0,3905.0,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,selling_unit_lookup_hint,object,0,0.0,27800,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,reference_layer,object,0,0.0,1,,,,False,,,
SRC-006,Demand of last 2 years.xlsx,demand_training_data,anchor_status,object,0,0.0,1,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,demand_id,object,0,0.0,20800,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,week_start_date,datetime64[ns],0,0.0,104,,,,True,2024-09-01 00:00:00,2026-08-23 00:00:00,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,week_end_date,datetime64[ns],0,0.0,104,,,,True,2024-09-07 00:00:00,2026-08-29 00:00:00,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,year,int64,0,0.0,3,2024.0,2026.0,2025.1538461538462,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,week_number,int64,0,0.0,104,1.0,104.0,52.5,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,location_id,object,0,0.0,40,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,region_of_kolkata,object,0,0.0,40,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,demand_rank,int64,0,0.0,5,1.0,5.0,3.0,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,product_id,object,0,0.0,53,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,product_name,object,0,0.0,53,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,category_name,object,0,0.0,10,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,brand,object,0,0.0,34,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,unit_size,object,0,0.0,21,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,weekday_weekend,object,0,0.0,1,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,weekday_units_sold,int64,0,0.0,182,26.0,238.0,82.68322115384615,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,weekend_units_sold,int64,0,0.0,86,11.0,104.0,33.48278846153846,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,units_sold,int64,0,0.0,249,38.0,325.0,116.16600961538461,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,avg_selling_price_rs,float64,0,0.0,10044,8.76,2501.69,145.81850769230766,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,promotion_flag,int64,0,0.0,2,0.0,1.0,0.18774038461538461,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,discount_pct,int64,0,0.0,7,0.0,20.0,2.1881730769230767,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,holiday_flag,int64,0,0.0,2,0.0,1.0,0.21153846153846154,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,festival_event,object,16400,78.85,6,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,season,object,0,0.0,5,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,temperature_c,float64,0,0.0,77,15.3,37.0,28.388461538461538,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,rainfall_mm,float64,0,0.0,99,0.0,132.5,24.298076923076927,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,humidity_pct,float64,0,0.0,91,48.0,93.7,70.22980769230769,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,weather_condition,object,0,0.0,4,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,stockout_flag,int64,0,0.0,2,0.0,1.0,0.023605769230769232,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,forecast_target_start,datetime64[ns],0,0.0,104,,,,True,2024-09-08 00:00:00,2026-08-30 00:00:00,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,forecast_target_end,datetime64[ns],0,0.0,104,,,,True,2024-09-14 00:00:00,2026-09-05 00:00:00,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,next_week_demand_target_units,int64,0,0.0,331,30.0,514.0,121.76528846153846,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,data_source,object,0,0.0,1,,,,False,,,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,recorded_at,datetime64[ns],0,0.0,1162,,,,True,2026-09-14 10:41:01.162000,2026-09-14 10:41:02.417000,
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,_unnamed_33,object,20800,100.0,0,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,warehouse_id,object,0,0.0,15,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,product_id,object,0,0.0,200,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,product_name,object,0,0.0,200,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,category_name,object,0,0.0,20,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,brand,object,0,0.0,98,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,unit_size,object,0,0.0,12,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,shelf_id,object,0,0.0,600,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,bin_id,object,0,0.0,3000,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,zone_id,object,0,0.0,4,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,rack_id,object,0,0.0,2,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,shelf_level,object,0,0.0,5,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,slot_no,int64,0,0.0,5,1.0,5.0,3.0,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,slot_capacity_units,int64,0,0.0,1,200.0,200.0,200.0,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,opening_stock_units,int64,0,0.0,127,19.0,168.0,61.84433333333333,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,received_units,int64,0,0.0,61,0.0,60.0,29.938333333333333,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,current_stock_units,int64,0,0.0,110,17.0,145.0,46.785666666666664,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,reserved_stock_units,int64,0,0.0,13,1.0,13.0,3.036,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,available_stock_units,int64,0,0.0,109,16.0,134.0,43.74966666666667,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,damaged_units,int64,0,0.0,2,0.0,1.0,0.011666666666666667,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,cost_price_rs,float64,0,0.0,91,29.4,3312.8,264.954,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,selling_price_rs,float64,0,0.0,91,33.6,3809.6,304.683,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,stock_value_rs,object,3000,100.0,0,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,potential_sales_value_rs,object,3000,100.0,0,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,margin_per_unit_rs,float64,0,0.0,85,4.2,496.8,39.729,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,avg_weekly_demand_units,float64,0,0.0,712,4.0,164.3,22.231666666666666,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,weeks_of_cover,object,3000,100.0,0,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,target_stock_units,object,3000,100.0,0,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,shortage_units,object,3000,100.0,0,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,reorder_flag,object,3000,100.0,0,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,stock_status,object,0,0.0,1,,,,False,,,
SRC-009,inventory_stock.xlsx,Inventory_Position,snapshot_date,datetime64[ns],0,0.0,1,,,,True,2026-08-31 00:00:00,2026-08-31 00:00:00,
SRC-009,inventory_stock.xlsx,Shelf_Master,warehouse_id,object,0,0.0,15,,,,False,,,
SRC-009,inventory_stock.xlsx,Shelf_Master,shelf_id,object,0,0.0,600,,,,False,,,
SRC-009,inventory_stock.xlsx,Shelf_Master,zone_id,object,0,0.0,4,,,,False,,,
SRC-009,inventory_stock.xlsx,Shelf_Master,rack_id,object,0,0.0,2,,,,False,,,
SRC-009,inventory_stock.xlsx,Shelf_Master,shelf_level,object,0,0.0,5,,,,False,,,
SRC-009,inventory_stock.xlsx,Shelf_Master,shelf_capacity_units,int64,0,0.0,1,1000.0,1000.0,1000.0,False,,,
SRC-009,inventory_stock.xlsx,Shelf_Master,product_slots,int64,0,0.0,1,5.0,5.0,5.0,False,,,
SRC-009,inventory_stock.xlsx,Shelf_Master,used_units,int64,0,0.0,260,102.0,555.0,233.92833333333334,False,,,
SRC-009,inventory_stock.xlsx,Shelf_Master,free_units,int64,0,0.0,260,445.0,898.0,766.0716666666667,False,,,
SRC-009,inventory_stock.xlsx,Shelf_Master,space_utilization_pct,float64,0,0.0,260,10.2,55.5,23.392833333333332,False,,,
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,warehouse_id,object,0,0.0,15,,,,False,,,
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,product_id,object,0,0.0,200,,,,False,,,
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,shelf_id,object,0,0.0,600,,,,False,,,
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,bin_id,object,0,0.0,3000,,,,False,,,
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,zone_id,object,0,0.0,4,,,,False,,,
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,rack_id,object,0,0.0,2,,,,False,,,
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,shelf_level,object,0,0.0,5,,,,False,,,
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,slot_no,int64,0,0.0,5,1.0,5.0,3.0,False,,,
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,slot_capacity_units,int64,0,0.0,1,200.0,200.0,200.0,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,supplier_id,object,0,0.0,200,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,supplier_name,object,0,0.0,200,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,supplier_type_id,object,0,0.0,5,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,supplier_type_name,object,0,0.0,5,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,location_id,object,0,0.0,40,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,location_name,object,0,0.0,40,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,city,object,0,0.0,1,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,supplier_latitude,float64,0,0.0,197,22.4586,22.6473,22.53866,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,supplier_longitude,float64,0,0.0,186,88.31665,88.47665,88.38116249999999,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,product_category_scope,object,0,0.0,5,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,minimum_order_qty_units,int64,0,0.0,8,50.0,120.0,84.0,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,max_order_qty_units,int64,0,0.0,12,1400.0,2500.0,1910.0,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,max_ship_qty_at_once_units,int64,0,0.0,13,600.0,1200.0,890.0,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,supplier_storage_capacity_units,int64,0,0.0,16,1800.0,3400.0,2440.0,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,vehicle_type,object,0,0.0,4,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,vehicle_count,int64,0,0.0,3,3.0,5.0,3.7,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,vehicle_load_capacity_units,int64,0,0.0,5,26.0,34.0,29.4,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Master,lead_time_days,int64,0,0.0,1,1.0,1.0,1.0,True,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,
SRC-011,supplier_inventory.xlsx,Supplier_Master,location_note,object,0,0.0,1,,,,False,,,
SRC-011,supplier_inventory.xlsx,Area_Master,location_id,object,0,0.0,40,,,,False,,,
SRC-011,supplier_inventory.xlsx,Area_Master,location_name,object,0,0.0,40,,,,False,,,
SRC-011,supplier_inventory.xlsx,Area_Master,city,object,0,0.0,1,,,,False,,,
SRC-011,supplier_inventory.xlsx,Area_Master,location_latitude,float64,0,0.0,39,22.46,22.646,22.53866,False,,,
SRC-011,supplier_inventory.xlsx,Area_Master,location_longitude,float64,0,0.0,37,88.318,88.475,88.3810225,False,,,
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,location_id,object,0,0.0,40,,,,False,,,
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,location_name,object,0,0.0,40,,,,False,,,
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,supplier_id,object,0,0.0,200,,,,False,,,
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,supplier_type_id,object,0,0.0,5,,,,False,,,
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,supplier_type_name,object,0,0.0,5,,,,False,,,
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,supplier_latitude,float64,0,0.0,197,22.4586,22.6473,22.53866,False,,,
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,supplier_longitude,float64,0,0.0,186,88.31665,88.47665,88.38116249999999,False,,,
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,distance_from_location_center_km,float64,0,0.0,5,0.0,0.198,0.15039999999999998,False,,,
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,supplier_option_rank,int64,0,0.0,5,1.0,5.0,3.0,False,,,
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,service_available_flag,object,0,0.0,1,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,supplier_product_key,object,0,0.0,8000,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,supplier_id,object,0,0.0,200,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,supplier_type_id,object,0,0.0,5,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,supplier_type_name,object,0,0.0,5,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,product_supplied_id,object,0,0.0,200,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,product_name,object,0,0.0,200,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,category_code,object,0,0.0,20,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,category_name,object,0,0.0,20,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,unit_type,object,0,0.0,4,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,supplier_cost_price_rs,int64,0,0.0,58,8.0,408.0,46.635,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,supplied_unit_size,float64,0,0.0,78,8.06,408.0,46.494,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,supply_status,object,0,0.0,12,,,,False,,,
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,_unnamed_12,object,0,0.0,1,,,,False,,,
SRC-012,warehouses.xlsx,warehouse,warehouse_id,object,0,0.0,15,,,,False,,,
SRC-012,warehouses.xlsx,warehouse,warehouse_name,object,0,0.0,15,,,,False,,,
SRC-012,warehouses.xlsx,warehouse,area,object,0,0.0,14,,,,False,,,
