source_id,source_file,sheet_name,column_name,unique_count,top_values
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,festival_event,6,Durga Puja:800|Kali Puja / Diwali:800|Christmas:800|Eid:800|Poila Boishakh:800|Ganesh Chaturthi:400
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,season,5,Monsoon:5200|Winter:5200|Autumn:3600|Spring:3600|Summer:3200
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,weather_condition,4,Clear/Partly Cloudy:14800|Rain:3400|Heavy Rain:2400|Cloudy:200
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,data_source,1,SYNTHETIC_TRAINING:20800
SRC-007,final_demand_agent_training_2_years_kolkata.xlsx,demand_training_data,_unnamed_33,0,
SRC-009,inventory_stock.xlsx,Inventory_Position,warehouse_id,15,WH-KOL-001:200|WH-KOL-002:200|WH-KOL-003:200|WH-KOL-004:200|WH-KOL-005:200|WH-KOL-006:200|WH-KOL-007:200|WH-KOL-008:200|WH-KOL-009:200|WH-KOL-010:200
SRC-009,inventory_stock.xlsx,Inventory_Position,category_name,20,"Ice Cream & Frozen Desserts:150|Chocolates & Confectionery:150|Chips & Namkeen:150|Soft Drinks & Beverages:150|Dairy & Milk Products:150|Bread & Bakery:150|Rice & Staples:150|Flour, Atta & Baking Essentials:150|Pulses & Dal:150|Cooking Oil & Ghee:150"
SRC-009,inventory_stock.xlsx,Inventory_Position,unit_size,12,50 g:1020|500 g:495|50 ml:255|200 ml:210|100 g:180|20 g:150|80 ml:150|200 g:150|500 ml:150|250 g:150
SRC-009,inventory_stock.xlsx,Inventory_Position,zone_id,4,Z01:750|Z02:750|Z03:750|Z04:750
SRC-009,inventory_stock.xlsx,Inventory_Position,rack_id,2,R01:1500|R02:1500
SRC-009,inventory_stock.xlsx,Inventory_Position,shelf_level,5,S01:600|S02:600|S03:600|S04:600|S05:600
SRC-009,inventory_stock.xlsx,Inventory_Position,stock_value_rs,0,
SRC-009,inventory_stock.xlsx,Inventory_Position,potential_sales_value_rs,0,
SRC-009,inventory_stock.xlsx,Inventory_Position,weeks_of_cover,0,
SRC-009,inventory_stock.xlsx,Inventory_Position,target_stock_units,0,
SRC-009,inventory_stock.xlsx,Inventory_Position,shortage_units,0,
SRC-009,inventory_stock.xlsx,Inventory_Position,reorder_flag,0,
SRC-009,inventory_stock.xlsx,Inventory_Position,stock_status,1,Healthy:3000
SRC-009,inventory_stock.xlsx,Shelf_Master,warehouse_id,15,WH-KOL-001:40|WH-KOL-002:40|WH-KOL-003:40|WH-KOL-004:40|WH-KOL-005:40|WH-KOL-006:40|WH-KOL-007:40|WH-KOL-008:40|WH-KOL-009:40|WH-KOL-010:40
SRC-009,inventory_stock.xlsx,Shelf_Master,zone_id,4,Z01:150|Z02:150|Z03:150|Z04:150
SRC-009,inventory_stock.xlsx,Shelf_Master,rack_id,2,R01:300|R02:300
SRC-009,inventory_stock.xlsx,Shelf_Master,shelf_level,5,S01:120|S02:120|S03:120|S04:120|S05:120
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,warehouse_id,15,WH-KOL-001:200|WH-KOL-002:200|WH-KOL-003:200|WH-KOL-004:200|WH-KOL-005:200|WH-KOL-006:200|WH-KOL-007:200|WH-KOL-008:200|WH-KOL-009:200|WH-KOL-010:200
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,zone_id,4,Z01:750|Z02:750|Z03:750|Z04:750
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,rack_id,2,R01:1500|R02:1500
SRC-009,inventory_stock.xlsx,Product_Shelf_Assignment,shelf_level,5,S01:600|S02:600|S03:600|S04:600|S05:600
SRC-011,supplier_inventory.xlsx,Supplier_Master,supplier_type_id,5,SUP-T01:40|SUP-T02:40|SUP-T03:40|SUP-T04:40|SUP-T05:40
SRC-011,supplier_inventory.xlsx,Supplier_Master,supplier_type_name,5,"Fresh Produce & Chilled:40|Staples & Cooking:40|Packaged Foods & Bakery:40|Beverages:40|Home, Personal & Family:40"
SRC-011,supplier_inventory.xlsx,Supplier_Master,location_id,40,KOL-LOC-001:5|KOL-LOC-002:5|KOL-LOC-003:5|KOL-LOC-004:5|KOL-LOC-005:5|KOL-LOC-006:5|KOL-LOC-007:5|KOL-LOC-008:5|KOL-LOC-009:5|KOL-LOC-010:5
SRC-011,supplier_inventory.xlsx,Supplier_Master,location_name,40,Lake Gardens:5|Jadavpur:5|Dhakuria:5|Gariahat:5|Ballygunge:5|Jodhpur Park:5|Tollygunge:5|Golf Green:5|Garia:5|Kasba:5
SRC-011,supplier_inventory.xlsx,Supplier_Master,city,1,Kolkata:200
SRC-011,supplier_inventory.xlsx,Supplier_Master,product_category_scope,5,"Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts:40|Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee:40|Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods:40|Soft Drinks & Beverages; Tea & Coffee:40|Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care:40"
SRC-011,supplier_inventory.xlsx,Supplier_Master,vehicle_type,4,Mini Truck:80|Refrigerated Mini Truck:40|Tempo/LCV:40|Van:40
SRC-011,supplier_inventory.xlsx,Supplier_Master,location_note,1,Approximate planning coordinate near area center:200
SRC-011,supplier_inventory.xlsx,Area_Master,location_id,40,KOL-LOC-001:1|KOL-LOC-002:1|KOL-LOC-003:1|KOL-LOC-004:1|KOL-LOC-005:1|KOL-LOC-006:1|KOL-LOC-007:1|KOL-LOC-008:1|KOL-LOC-009:1|KOL-LOC-010:1
SRC-011,supplier_inventory.xlsx,Area_Master,location_name,40,Lake Gardens:1|Jadavpur:1|Dhakuria:1|Gariahat:1|Ballygunge:1|Jodhpur Park:1|Tollygunge:1|Golf Green:1|Garia:1|Kasba:1
SRC-011,supplier_inventory.xlsx,Area_Master,city,1,Kolkata:40
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,location_id,40,KOL-LOC-001:5|KOL-LOC-002:5|KOL-LOC-003:5|KOL-LOC-004:5|KOL-LOC-005:5|KOL-LOC-006:5|KOL-LOC-007:5|KOL-LOC-008:5|KOL-LOC-009:5|KOL-LOC-010:5
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,location_name,40,Lake Gardens:5|Jadavpur:5|Dhakuria:5|Gariahat:5|Ballygunge:5|Jodhpur Park:5|Tollygunge:5|Golf Green:5|Garia:5|Kasba:5
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,supplier_type_id,5,SUP-T01:40|SUP-T02:40|SUP-T03:40|SUP-T04:40|SUP-T05:40
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,supplier_type_name,5,"Fresh Produce & Chilled:40|Staples & Cooking:40|Packaged Foods & Bakery:40|Beverages:40|Home, Personal & Family:40"
SRC-011,supplier_inventory.xlsx,Area_Supplier_Options,service_available_flag,1,Yes:200
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,supplier_type_id,5,SUP-T03:2000|SUP-T05:2000|SUP-T01:1600|SUP-T02:1600|SUP-T04:800
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,supplier_type_name,5,"Packaged Foods & Bakery:2000|Home, Personal & Family:2000|Fresh Produce & Chilled:1600|Staples & Cooking:1600|Beverages:800"
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,category_code,20,ICE:400|DAI:400|FRT:400|VEG:400|STP:400|FLO:400|DAL:400|OIL:400|CHO:400|SNK:400
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,category_name,20,"Ice Cream & Frozen Desserts:400|Dairy & Milk Products:400|Fresh Fruits:400|Fresh Vegetables:400|Rice & Staples:400|Flour, Atta & Baking Essentials:400|Pulses & Dal:400|Cooking Oil & Ghee:400|Chocolates & Confectionery:400|Chips & Namkeen:400"
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,unit_type,4,g:5720|ml:2040|piece:200|dozen:40
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,supply_status,12,50 g:2720|500 g:1320|50 ml:680|200 ml:560|100 g:480|80 ml:400|250 g:400|500 ml:400|20 g:400|200 g:400
SRC-011,supplier_inventory.xlsx,Supplier_Product_Catalog,_unnamed_12,1,Available:8000
SRC-012,warehouses.xlsx,warehouse,warehouse_id,15,WH-KOL-001:1|WH-KOL-002:1|WH-KOL-003:1|WH-KOL-004:1|WH-KOL-005:1|WH-KOL-006:1|WH-KOL-007:1|WH-KOL-008:1|WH-KOL-009:1|WH-KOL-010:1
SRC-012,warehouses.xlsx,warehouse,warehouse_name,15,South City Mall Warehouse:1|Quest Mall Warehouse:1|Acropolis Mall Warehouse:1|Mani Square Warehouse:1|City Centre I Warehouse:1|City Centre II Warehouse:1|Axis Mall Warehouse:1|Lake Mall Warehouse:1|Forum Courtyard Warehouse:1|Diamond Plaza Warehouse:1
SRC-012,warehouses.xlsx,warehouse,area,14,New Town:2|Jadavpur:1|Park Circus:1|Kasba:1|Kankurgachi:1|Salt Lake:1|Rashbehari:1|Elgin:1|Dum Dum:1|Gariahat:1
SRC-012,warehouses.xlsx,warehouse,city,1,Kolkata:15
SRC-012,warehouses.xlsx,warehouse,weekday_opening,3,08:00:12|09:00:2|00:00:1
SRC-012,warehouses.xlsx,warehouse,weekday_closing,3,22:00:8|21:00:6|23:59:1
SRC-012,warehouses.xlsx,warehouse,weekend_opening,3,09:00:12|10:00:2|00:00:1
SRC-012,warehouses.xlsx,warehouse,weekend_closing,3,22:00:8|21:00:6|23:59:1
SRC-013,final_warehouse_dataset_kolkata.xlsx,warehouse,warehouse_id,15,WH-KOL-001:1|WH-KOL-002:1|WH-KOL-003:1|WH-KOL-004:1|WH-KOL-005:1|WH-KOL-006:1|WH-KOL-007:1|WH-KOL-008:1|WH-KOL-009:1|WH-KOL-010:1
SRC-013,final_warehouse_dataset_kolkata.xlsx,warehouse,warehouse_name,15,South City Mall Warehouse:1|Quest Mall Warehouse:1|Acropolis Mall Warehouse:1|Mani Square Warehouse:1|City Centre I Warehouse:1|City Centre II Warehouse:1|Axis Mall Warehouse:1|Lake Mall Warehouse:1|Forum Courtyard Warehouse:1|Diamond Plaza Warehouse:1
SRC-013,final_warehouse_dataset_kolkata.xlsx,warehouse,area,14,New Town:2|Jadavpur:1|Park Circus:1|Kasba:1|Kankurgachi:1|Salt Lake:1|Rashbehari:1|Elgin:1|Dum Dum:1|Gariahat:1
SRC-013,final_warehouse_dataset_kolkata.xlsx,warehouse,city,1,Kolkata:15
SRC-013,final_warehouse_dataset_kolkata.xlsx,warehouse,storage_type,4,Ambient:7|Mixed:5|Cold + Ambient:2|Controlled:1
SRC-013,final_warehouse_dataset_kolkata.xlsx,warehouse,weekday_opening,3,08:00:12|09:00:2|00:00:1
SRC-013,final_warehouse_dataset_kolkata.xlsx,warehouse,weekday_closing,3,22:00:8|21:00:6|23:59:1
SRC-013,final_warehouse_dataset_kolkata.xlsx,warehouse,weekend_opening,3,09:00:12|10:00:2|00:00:1
SRC-013,final_warehouse_dataset_kolkata.xlsx,warehouse,weekend_closing,3,22:00:8|21:00:6|23:59:1
SRC-013,final_warehouse_dataset_kolkata.xlsx,warehouse,status,1,Active:15
