warehouse_id,location_id,euclidean_distance_km,service_radius_km,service_available_flag,assignment_method,mapping_source,pipeline_timestamp
WH-KOL-002,KOL-LOC-023,2.3562,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-024,1.8649,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-025,3.6819,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-026,5.9496,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-027,5.8589,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-028,7.3325,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-029,8.0337,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-030,10.2754,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-031,13.4533,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-032,6.5973,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-033,7.4142,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-034,7.8961,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-035,11.9449,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-036,14.4534,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-037,4.9985,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-038,8.0353,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-039,8.2075,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-002,KOL-LOC-040,9.1092,16,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-001,4.0036,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-002,2.9085,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-003,2.8326,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-004,2.9049,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-005,3.0974,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-006,2.9702,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-007,5.0642,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-008,5.6895,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-009,5.6141,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-010,1.0095,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-011,2.9558,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-012,2.9097,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-013,6.066,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-014,8.0169,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-015,5.0872,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-016,6.5875,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-017,5.226,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-018,4.8093,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-019,6.067,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-020,6.7617,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-021,5.2118,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-022,6.1771,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-023,4.3196,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-024,3.183,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-025,5.5509,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-026,8.2227,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-027,7.6417,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-028,9.6604,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-029,9.8866,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-030,11.8355,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-031,14.9409,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-032,9.4256,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-033,8.2319,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-034,7.5973,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-035,11.2623,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-036,14.4457,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-037,1.2527,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-038,5.4324,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-039,4.559,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-003,KOL-LOC-040,6.1652,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-001,9.1836,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-002,9.2471,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-003,8.0145,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-004,7.6433,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-005,6.8938,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-006,9.188,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-007,10.5818,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-008,11.5803,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-009,12.6016,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-010,6.435,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-011,9.457,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-012,9.8755,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-013,10.3103,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-014,12.4335,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-015,9.5157,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-016,8.4371,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-017,8.7339,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-018,6.9289,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-019,5.7603,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-020,5.2829,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-021,3.8967,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-022,3.155,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-023,3.2933,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-024,4.2969,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-025,1.9191,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-026,1.9064,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-027,0.8635,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-028,3.0302,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-029,2.915,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-030,4.8924,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-031,8.0559,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-032,3.6125,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-033,1.9199,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-034,3.432,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-035,7.1279,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-036,9.0276,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-037,7.2743,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-038,12.3892,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-039,11.2409,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,KOL-LOC-040,13.1513,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-001,10.5929,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-002,10.6148,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-003,9.4148,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-004,9.0491,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-005,8.3054,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-006,10.5626,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-007,11.9907,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-008,12.9836,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-009,13.8509,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-010,7.7672,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-011,10.5759,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-012,11.1608,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-013,11.7165,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-014,13.834,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-015,10.9275,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,KOL-LOC-016,9.7713,18,Yes,haversine_vs_service_radius,DERIVED_FROM_COORDINATES,2026-09-21T14:25:30.977573+00:00
