location_id,location_name,supplier_id,supplier_type_id,supplier_type_name,supplier_latitude,supplier_longitude,distance_from_location_center_km,supplier_option_rank,service_available_flag,source_file,standardized_at,pipeline_timestamp
KOL-LOC-004,Gariahat,SUP-KOL-004-02,SUP-T02,Staples & Cooking,22.5187,88.364,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-004,Gariahat,SUP-KOL-004-03,SUP-T03,Packaged Foods & Bakery,22.5164,88.3665,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-004,Gariahat,SUP-KOL-004-04,SUP-T04,Beverages,22.5185,88.3664,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-004,Gariahat,SUP-KOL-004-05,SUP-T05,"Home, Personal & Family",22.5174,88.365,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-005,Ballygunge,SUP-KOL-005-01,SUP-T01,Fresh Produce & Chilled,22.52395,88.36365,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-005,Ballygunge,SUP-KOL-005-02,SUP-T02,Staples & Cooking,22.52665,88.36385,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-005,Ballygunge,SUP-KOL-005-03,SUP-T03,Packaged Foods & Bakery,22.52435,88.36635,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-005,Ballygunge,SUP-KOL-005-04,SUP-T04,Beverages,22.52645,88.36625,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-005,Ballygunge,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",22.52535,88.36485,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-006,Jodhpur Park,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,22.49885,88.36815,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-006,Jodhpur Park,SUP-KOL-006-02,SUP-T02,Staples & Cooking,22.50155,88.36835,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-006,Jodhpur Park,SUP-KOL-006-03,SUP-T03,Packaged Foods & Bakery,22.49925,88.37085,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-006,Jodhpur Park,SUP-KOL-006-04,SUP-T04,Beverages,22.50135,88.37075,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-006,Jodhpur Park,SUP-KOL-006-05,SUP-T05,"Home, Personal & Family",22.50025,88.36935,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-007,Tollygunge,SUP-KOL-007-01,SUP-T01,Fresh Produce & Chilled,22.4941,88.3476,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-007,Tollygunge,SUP-KOL-007-02,SUP-T02,Staples & Cooking,22.4968,88.3478,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-007,Tollygunge,SUP-KOL-007-03,SUP-T03,Packaged Foods & Bakery,22.4945,88.3503,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-007,Tollygunge,SUP-KOL-007-04,SUP-T04,Beverages,22.4966,88.3502,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-007,Tollygunge,SUP-KOL-007-05,SUP-T05,"Home, Personal & Family",22.4955,88.3488,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-008,Golf Green,SUP-KOL-008-01,SUP-T01,Fresh Produce & Chilled,22.48435,88.34675,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-008,Golf Green,SUP-KOL-008-02,SUP-T02,Staples & Cooking,22.48705,88.34695,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-008,Golf Green,SUP-KOL-008-03,SUP-T03,Packaged Foods & Bakery,22.48475,88.34945,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-008,Golf Green,SUP-KOL-008-04,SUP-T04,Beverages,22.48685,88.34935,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-008,Golf Green,SUP-KOL-008-05,SUP-T05,"Home, Personal & Family",22.48575,88.34795,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-009,Garia,SUP-KOL-009-01,SUP-T01,Fresh Produce & Chilled,22.46345,88.38755,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-009,Garia,SUP-KOL-009-02,SUP-T02,Staples & Cooking,22.46615,88.38775,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-009,Garia,SUP-KOL-009-03,SUP-T03,Packaged Foods & Bakery,22.46385,88.39025,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-009,Garia,SUP-KOL-009-04,SUP-T04,Beverages,22.46595,88.39015,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-009,Garia,SUP-KOL-009-05,SUP-T05,"Home, Personal & Family",22.46485,88.38875,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-010,Kasba,SUP-KOL-010-01,SUP-T01,Fresh Produce & Chilled,22.5201,88.3848,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-010,Kasba,SUP-KOL-010-02,SUP-T02,Staples & Cooking,22.5228,88.385,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-010,Kasba,SUP-KOL-010-03,SUP-T03,Packaged Foods & Bakery,22.5205,88.3875,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-010,Kasba,SUP-KOL-010-04,SUP-T04,Beverages,22.5226,88.3874,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-010,Kasba,SUP-KOL-010-05,SUP-T05,"Home, Personal & Family",22.5215,88.386,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-011,Mukundapur,SUP-KOL-011-01,SUP-T01,Fresh Produce & Chilled,22.49185,88.40765,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-011,Mukundapur,SUP-KOL-011-02,SUP-T02,Staples & Cooking,22.49455,88.40785,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-011,Mukundapur,SUP-KOL-011-03,SUP-T03,Packaged Foods & Bakery,22.49225,88.41035,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-011,Mukundapur,SUP-KOL-011-04,SUP-T04,Beverages,22.49435,88.41025,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-011,Mukundapur,SUP-KOL-011-05,SUP-T05,"Home, Personal & Family",22.49325,88.40885,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-012,Santoshpur,SUP-KOL-012-01,SUP-T01,Fresh Produce & Chilled,22.48845,88.38495,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-012,Santoshpur,SUP-KOL-012-02,SUP-T02,Staples & Cooking,22.49115,88.38515,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-012,Santoshpur,SUP-KOL-012-03,SUP-T03,Packaged Foods & Bakery,22.48885,88.38765,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-012,Santoshpur,SUP-KOL-012-04,SUP-T04,Beverages,22.49095,88.38755,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-012,Santoshpur,SUP-KOL-012-05,SUP-T05,"Home, Personal & Family",22.48985,88.38615,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-013,New Alipore,SUP-KOL-013-01,SUP-T01,Fresh Produce & Chilled,22.5064,88.3335,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-013,New Alipore,SUP-KOL-013-02,SUP-T02,Staples & Cooking,22.5091,88.3337,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-013,New Alipore,SUP-KOL-013-03,SUP-T03,Packaged Foods & Bakery,22.5068,88.3362,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-013,New Alipore,SUP-KOL-013-04,SUP-T04,Beverages,22.5089,88.3361,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-013,New Alipore,SUP-KOL-013-05,SUP-T05,"Home, Personal & Family",22.5078,88.3347,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-014,Behala,SUP-KOL-014-01,SUP-T01,Fresh Produce & Chilled,22.49475,88.31665,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-014,Behala,SUP-KOL-014-02,SUP-T02,Staples & Cooking,22.49745,88.31685,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-014,Behala,SUP-KOL-014-03,SUP-T03,Packaged Foods & Bakery,22.49515,88.31935,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-014,Behala,SUP-KOL-014-04,SUP-T04,Beverages,22.49725,88.31925,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-014,Behala,SUP-KOL-014-05,SUP-T05,"Home, Personal & Family",22.49615,88.31785,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-015,Chetla,SUP-KOL-015-01,SUP-T01,Fresh Produce & Chilled,22.50845,88.34295,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-015,Chetla,SUP-KOL-015-02,SUP-T02,Staples & Cooking,22.51115,88.34315,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-015,Chetla,SUP-KOL-015-03,SUP-T03,Packaged Foods & Bakery,22.50885,88.34565,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-015,Chetla,SUP-KOL-015-04,SUP-T04,Beverages,22.51095,88.34555,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-015,Chetla,SUP-KOL-015-05,SUP-T05,"Home, Personal & Family",22.50985,88.34415,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-016,Alipore,SUP-KOL-016-01,SUP-T01,Fresh Produce & Chilled,22.5336,88.3315,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-016,Alipore,SUP-KOL-016-02,SUP-T02,Staples & Cooking,22.5363,88.3317,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-016,Alipore,SUP-KOL-016-03,SUP-T03,Packaged Foods & Bakery,22.534,88.3342,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-016,Alipore,SUP-KOL-016-04,SUP-T04,Beverages,22.5361,88.3341,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-016,Alipore,SUP-KOL-016-05,SUP-T05,"Home, Personal & Family",22.535,88.3327,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-017,Kalighat,SUP-KOL-017-01,SUP-T01,Fresh Produce & Chilled,22.51905,88.34125,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-017,Kalighat,SUP-KOL-017-02,SUP-T02,Staples & Cooking,22.52175,88.34145,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-017,Kalighat,SUP-KOL-017-03,SUP-T03,Packaged Foods & Bakery,22.51945,88.34395,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-017,Kalighat,SUP-KOL-017-04,SUP-T04,Beverages,22.52155,88.34385,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-017,Kalighat,SUP-KOL-017-05,SUP-T05,"Home, Personal & Family",22.52045,88.34245,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-018,Bhawanipore,SUP-KOL-018-01,SUP-T01,Fresh Produce & Chilled,22.53345,88.35045,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-018,Bhawanipore,SUP-KOL-018-02,SUP-T02,Staples & Cooking,22.53615,88.35065,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-018,Bhawanipore,SUP-KOL-018-03,SUP-T03,Packaged Foods & Bakery,22.53385,88.35315,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-018,Bhawanipore,SUP-KOL-018-04,SUP-T04,Beverages,22.53595,88.35305,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-018,Bhawanipore,SUP-KOL-018-05,SUP-T05,"Home, Personal & Family",22.53485,88.35165,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-019,Park Street,SUP-KOL-019-01,SUP-T01,Fresh Produce & Chilled,22.5521,88.3498,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-019,Park Street,SUP-KOL-019-02,SUP-T02,Staples & Cooking,22.5548,88.35,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-019,Park Street,SUP-KOL-019-03,SUP-T03,Packaged Foods & Bakery,22.5525,88.3525,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-019,Park Street,SUP-KOL-019-04,SUP-T04,Beverages,22.5546,88.3524,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-019,Park Street,SUP-KOL-019-05,SUP-T05,"Home, Personal & Family",22.5535,88.351,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-020,Esplanade,SUP-KOL-020-01,SUP-T01,Fresh Produce & Chilled,22.56135,88.35045,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-020,Esplanade,SUP-KOL-020-02,SUP-T02,Staples & Cooking,22.56405,88.35065,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-020,Esplanade,SUP-KOL-020-03,SUP-T03,Packaged Foods & Bakery,22.56175,88.35315,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-020,Esplanade,SUP-KOL-020-04,SUP-T04,Beverages,22.56385,88.35305,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-020,Esplanade,SUP-KOL-020-05,SUP-T05,"Home, Personal & Family",22.56275,88.35165,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-021,Entally,SUP-KOL-021-01,SUP-T01,Fresh Produce & Chilled,22.55545,88.36895,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-021,Entally,SUP-KOL-021-02,SUP-T02,Staples & Cooking,22.55815,88.36915,0.177,2,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-021,Entally,SUP-KOL-021-03,SUP-T03,Packaged Foods & Bakery,22.55585,88.37165,0.189,3,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-021,Entally,SUP-KOL-021-04,SUP-T04,Beverages,22.55795,88.37155,0.188,4,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-021,Entally,SUP-KOL-021-05,SUP-T05,"Home, Personal & Family",22.55685,88.37015,0.0,5,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
KOL-LOC-022,Sealdah,SUP-KOL-022-01,SUP-T01,Fresh Produce & Chilled,22.5659,88.3708,0.198,1,Yes,supplier_inventory.xlsx/Area_Supplier_Options,2026-09-21T14:25:30.977573+00:00,2026-09-21T14:25:30.977573+00:00
