inventory_id,warehouse_id,product_id,shelf_id,available_stock,safety_stock
INV-172,WH-001,PRO-172,WH-KOL-001-Z04-R01-S05,34,5
INV-173,WH-001,PRO-173,WH-KOL-001-Z04-R01-S05,49,7
INV-174,WH-001,PRO-174,WH-KOL-001-Z04-R01-S05,46,7
INV-175,WH-001,PRO-175,WH-KOL-001-Z04-R01-S05,39,6
INV-176,WH-001,PRO-176,WH-KOL-001-Z04-R02-S01,39,6
INV-177,WH-001,PRO-177,WH-KOL-001-Z04-R02-S01,54,8
INV-178,WH-001,PRO-178,WH-KOL-001-Z04-R02-S01,39,6
INV-179,WH-001,PRO-179,WH-KOL-001-Z04-R02-S01,47,7
INV-180,WH-001,PRO-180,WH-KOL-001-Z04-R02-S01,39,6
INV-181,WH-001,PRO-181,WH-KOL-001-Z04-R02-S02,81,12
INV-182,WH-001,PRO-182,WH-KOL-001-Z04-R02-S02,56,8
INV-183,WH-001,PRO-183,WH-KOL-001-Z04-R02-S02,51,8
INV-184,WH-001,PRO-184,WH-KOL-001-Z04-R02-S02,108,16
INV-185,WH-001,PRO-185,WH-KOL-001-Z04-R02-S02,48,7
INV-186,WH-001,PRO-186,WH-KOL-001-Z04-R02-S03,59,9
INV-187,WH-001,PRO-187,WH-KOL-001-Z04-R02-S03,56,8
INV-188,WH-001,PRO-188,WH-KOL-001-Z04-R02-S03,102,15
INV-189,WH-001,PRO-189,WH-KOL-001-Z04-R02-S03,85,13
INV-190,WH-001,PRO-190,WH-KOL-001-Z04-R02-S03,104,16
INV-191,WH-001,PRO-191,WH-KOL-001-Z04-R02-S04,50,8
INV-192,WH-001,PRO-192,WH-KOL-001-Z04-R02-S04,51,8
INV-193,WH-001,PRO-193,WH-KOL-001-Z04-R02-S04,53,8
INV-194,WH-001,PRO-194,WH-KOL-001-Z04-R02-S04,45,7
INV-195,WH-001,PRO-195,WH-KOL-001-Z04-R02-S04,52,8
INV-196,WH-001,PRO-196,WH-KOL-001-Z04-R02-S05,57,9
INV-197,WH-001,PRO-197,WH-KOL-001-Z04-R02-S05,37,6
INV-198,WH-001,PRO-198,WH-KOL-001-Z04-R02-S05,44,7
INV-199,WH-001,PRO-199,WH-KOL-001-Z04-R02-S05,52,8
INV-200,WH-001,PRO-200,WH-KOL-001-Z04-R02-S05,54,8
INV-201,WH-002,PRO-001,WH-KOL-002-Z01-R01-S01,46,7
INV-202,WH-002,PRO-002,WH-KOL-002-Z01-R01-S01,82,12
INV-203,WH-002,PRO-003,WH-KOL-002-Z01-R01-S01,65,10
INV-204,WH-002,PRO-004,WH-KOL-002-Z01-R01-S01,61,9
INV-205,WH-002,PRO-005,WH-KOL-002-Z01-R01-S01,51,8
INV-206,WH-002,PRO-006,WH-KOL-002-Z01-R01-S02,47,7
INV-207,WH-002,PRO-007,WH-KOL-002-Z01-R01-S02,55,8
INV-208,WH-002,PRO-008,WH-KOL-002-Z01-R01-S02,56,8
INV-209,WH-002,PRO-009,WH-KOL-002-Z01-R01-S02,81,12
INV-210,WH-002,PRO-010,WH-KOL-002-Z01-R01-S02,54,8
INV-211,WH-002,PRO-011,WH-KOL-002-Z01-R01-S03,41,6
INV-212,WH-002,PRO-012,WH-KOL-002-Z01-R01-S03,30,4
INV-213,WH-002,PRO-013,WH-KOL-002-Z01-R01-S03,33,5
INV-214,WH-002,PRO-014,WH-KOL-002-Z01-R01-S03,45,7
INV-215,WH-002,PRO-015,WH-KOL-002-Z01-R01-S03,32,5
INV-216,WH-002,PRO-016,WH-KOL-002-Z01-R01-S04,47,7
INV-217,WH-002,PRO-017,WH-KOL-002-Z01-R01-S04,34,5
INV-218,WH-002,PRO-018,WH-KOL-002-Z01-R01-S04,50,8
INV-219,WH-002,PRO-019,WH-KOL-002-Z01-R01-S04,42,6
INV-220,WH-002,PRO-020,WH-KOL-002-Z01-R01-S04,44,7
INV-221,WH-002,PRO-021,WH-KOL-002-Z01-R01-S05,70,10
INV-222,WH-002,PRO-022,WH-KOL-002-Z01-R01-S05,60,9
INV-223,WH-002,PRO-023,WH-KOL-002-Z01-R01-S05,33,5
INV-224,WH-002,PRO-024,WH-KOL-002-Z01-R01-S05,61,9
INV-225,WH-002,PRO-025,WH-KOL-002-Z01-R01-S05,48,7
INV-226,WH-002,PRO-026,WH-KOL-002-Z01-R02-S01,44,7
INV-227,WH-002,PRO-027,WH-KOL-002-Z01-R02-S01,35,5
INV-228,WH-002,PRO-028,WH-KOL-002-Z01-R02-S01,58,9
INV-229,WH-002,PRO-029,WH-KOL-002-Z01-R02-S01,91,14
INV-230,WH-002,PRO-030,WH-KOL-002-Z01-R02-S01,59,9
INV-231,WH-002,PRO-031,WH-KOL-002-Z01-R02-S02,85,13
INV-232,WH-002,PRO-032,WH-KOL-002-Z01-R02-S02,80,12
INV-233,WH-002,PRO-033,WH-KOL-002-Z01-R02-S02,88,13
INV-234,WH-002,PRO-034,WH-KOL-002-Z01-R02-S02,57,9
INV-235,WH-002,PRO-035,WH-KOL-002-Z01-R02-S02,73,11
INV-236,WH-002,PRO-036,WH-KOL-002-Z01-R02-S03,88,13
INV-237,WH-002,PRO-037,WH-KOL-002-Z01-R02-S03,60,9
INV-238,WH-002,PRO-038,WH-KOL-002-Z01-R02-S03,66,10
INV-239,WH-002,PRO-039,WH-KOL-002-Z01-R02-S03,39,6
INV-240,WH-002,PRO-040,WH-KOL-002-Z01-R02-S03,70,10
INV-241,WH-002,PRO-041,WH-KOL-002-Z01-R02-S04,45,7
INV-242,WH-002,PRO-042,WH-KOL-002-Z01-R02-S04,88,13
INV-243,WH-002,PRO-043,WH-KOL-002-Z01-R02-S04,52,8
INV-244,WH-002,PRO-044,WH-KOL-002-Z01-R02-S04,45,7
INV-245,WH-002,PRO-045,WH-KOL-002-Z01-R02-S04,97,15
INV-246,WH-002,PRO-046,WH-KOL-002-Z01-R02-S05,53,8
INV-247,WH-002,PRO-047,WH-KOL-002-Z01-R02-S05,45,7
INV-248,WH-002,PRO-048,WH-KOL-002-Z01-R02-S05,42,6
INV-249,WH-002,PRO-049,WH-KOL-002-Z01-R02-S05,41,6
INV-250,WH-002,PRO-050,WH-KOL-002-Z01-R02-S05,68,10
INV-251,WH-002,PRO-051,WH-KOL-002-Z02-R01-S01,29,4
INV-252,WH-002,PRO-052,WH-KOL-002-Z02-R01-S01,33,5
INV-253,WH-002,PRO-053,WH-KOL-002-Z02-R01-S01,73,11
INV-254,WH-002,PRO-054,WH-KOL-002-Z02-R01-S01,60,9
INV-255,WH-002,PRO-055,WH-KOL-002-Z02-R01-S01,42,6
INV-256,WH-002,PRO-056,WH-KOL-002-Z02-R01-S02,45,7
INV-257,WH-002,PRO-057,WH-KOL-002-Z02-R01-S02,35,5
INV-258,WH-002,PRO-058,WH-KOL-002-Z02-R01-S02,41,6
INV-259,WH-002,PRO-059,WH-KOL-002-Z02-R01-S02,37,6
INV-260,WH-002,PRO-060,WH-KOL-002-Z02-R01-S02,40,6
INV-261,WH-002,PRO-061,WH-KOL-002-Z02-R01-S03,39,6
INV-262,WH-002,PRO-062,WH-KOL-002-Z02-R01-S03,46,7
INV-263,WH-002,PRO-063,WH-KOL-002-Z02-R01-S03,36,5
INV-264,WH-002,PRO-064,WH-KOL-002-Z02-R01-S03,44,7
INV-265,WH-002,PRO-065,WH-KOL-002-Z02-R01-S03,48,7
INV-266,WH-002,PRO-066,WH-KOL-002-Z02-R01-S04,48,7
INV-267,WH-002,PRO-067,WH-KOL-002-Z02-R01-S04,32,5
INV-268,WH-002,PRO-068,WH-KOL-002-Z02-R01-S04,33,5
INV-269,WH-002,PRO-069,WH-KOL-002-Z02-R01-S04,42,6
INV-270,WH-002,PRO-070,WH-KOL-002-Z02-R01-S04,44,7
INV-271,WH-002,PRO-071,WH-KOL-002-Z02-R01-S05,49,7
INV-272,WH-002,PRO-072,WH-KOL-002-Z02-R01-S05,50,8
INV-273,WH-002,PRO-073,WH-KOL-002-Z02-R01-S05,46,7
INV-274,WH-002,PRO-074,WH-KOL-002-Z02-R01-S05,45,7
INV-275,WH-002,PRO-075,WH-KOL-002-Z02-R01-S05,38,6
INV-276,WH-002,PRO-076,WH-KOL-002-Z02-R02-S01,33,5
INV-277,WH-002,PRO-077,WH-KOL-002-Z02-R02-S01,36,5
INV-278,WH-002,PRO-078,WH-KOL-002-Z02-R02-S01,36,5
INV-279,WH-002,PRO-079,WH-KOL-002-Z02-R02-S01,36,5
INV-280,WH-002,PRO-080,WH-KOL-002-Z02-R02-S01,46,7
INV-281,WH-002,PRO-081,WH-KOL-002-Z02-R02-S02,35,5
INV-282,WH-002,PRO-082,WH-KOL-002-Z02-R02-S02,38,6
INV-283,WH-002,PRO-083,WH-KOL-002-Z02-R02-S02,47,7
INV-284,WH-002,PRO-084,WH-KOL-002-Z02-R02-S02,32,5
INV-285,WH-002,PRO-085,WH-KOL-002-Z02-R02-S02,33,5
INV-286,WH-002,PRO-086,WH-KOL-002-Z02-R02-S03,34,5
INV-287,WH-002,PRO-087,WH-KOL-002-Z02-R02-S03,46,7
INV-288,WH-002,PRO-088,WH-KOL-002-Z02-R02-S03,47,7
INV-289,WH-002,PRO-089,WH-KOL-002-Z02-R02-S03,32,5
INV-290,WH-002,PRO-090,WH-KOL-002-Z02-R02-S03,41,6
INV-291,WH-002,PRO-091,WH-KOL-002-Z02-R02-S04,45,7
INV-292,WH-002,PRO-092,WH-KOL-002-Z02-R02-S04,32,5
INV-293,WH-002,PRO-093,WH-KOL-002-Z02-R02-S04,37,6
INV-294,WH-002,PRO-094,WH-KOL-002-Z02-R02-S04,41,6
INV-295,WH-002,PRO-095,WH-KOL-002-Z02-R02-S04,43,6
INV-296,WH-002,PRO-096,WH-KOL-002-Z02-R02-S05,32,5
INV-297,WH-002,PRO-097,WH-KOL-002-Z02-R02-S05,41,6
INV-298,WH-002,PRO-098,WH-KOL-002-Z02-R02-S05,41,6
INV-299,WH-002,PRO-099,WH-KOL-002-Z02-R02-S05,31,5
INV-300,WH-002,PRO-100,WH-KOL-002-Z02-R02-S05,35,5
INV-301,WH-002,PRO-101,WH-KOL-002-Z03-R01-S01,42,6
INV-302,WH-002,PRO-102,WH-KOL-002-Z03-R01-S01,30,4
INV-303,WH-002,PRO-103,WH-KOL-002-Z03-R01-S01,34,5
INV-304,WH-002,PRO-104,WH-KOL-002-Z03-R01-S01,45,7
INV-305,WH-002,PRO-105,WH-KOL-002-Z03-R01-S01,42,6
INV-306,WH-002,PRO-106,WH-KOL-002-Z03-R01-S02,33,5
INV-307,WH-002,PRO-107,WH-KOL-002-Z03-R01-S02,61,9
INV-308,WH-002,PRO-108,WH-KOL-002-Z03-R01-S02,35,5
INV-309,WH-002,PRO-109,WH-KOL-002-Z03-R01-S02,32,5
INV-310,WH-002,PRO-110,WH-KOL-002-Z03-R01-S02,31,5
INV-311,WH-002,PRO-111,WH-KOL-002-Z03-R01-S03,42,6
INV-312,WH-002,PRO-112,WH-KOL-002-Z03-R01-S03,29,4
INV-313,WH-002,PRO-113,WH-KOL-002-Z03-R01-S03,60,9
INV-314,WH-002,PRO-114,WH-KOL-002-Z03-R01-S03,36,5
INV-315,WH-002,PRO-115,WH-KOL-002-Z03-R01-S03,35,5
INV-316,WH-002,PRO-116,WH-KOL-002-Z03-R01-S04,36,5
INV-317,WH-002,PRO-117,WH-KOL-002-Z03-R01-S04,43,6
INV-318,WH-002,PRO-118,WH-KOL-002-Z03-R01-S04,54,8
INV-319,WH-002,PRO-119,WH-KOL-002-Z03-R01-S04,32,5
INV-320,WH-002,PRO-120,WH-KOL-002-Z03-R01-S04,56,8
INV-321,WH-002,PRO-121,WH-KOL-002-Z03-R01-S05,40,6
INV-322,WH-002,PRO-122,WH-KOL-002-Z03-R01-S05,38,6
INV-323,WH-002,PRO-123,WH-KOL-002-Z03-R01-S05,35,5
INV-324,WH-002,PRO-124,WH-KOL-002-Z03-R01-S05,32,5
INV-325,WH-002,PRO-125,WH-KOL-002-Z03-R01-S05,59,9
INV-326,WH-002,PRO-126,WH-KOL-002-Z03-R02-S01,38,6
INV-327,WH-002,PRO-127,WH-KOL-002-Z03-R02-S01,33,5
INV-328,WH-002,PRO-128,WH-KOL-002-Z03-R02-S01,62,9
INV-329,WH-002,PRO-129,WH-KOL-002-Z03-R02-S01,42,6
INV-330,WH-002,PRO-130,WH-KOL-002-Z03-R02-S01,48,7
INV-331,WH-002,PRO-131,WH-KOL-002-Z03-R02-S02,83,12
INV-332,WH-002,PRO-132,WH-KOL-002-Z03-R02-S02,71,11
INV-333,WH-002,PRO-133,WH-KOL-002-Z03-R02-S02,66,10
INV-334,WH-002,PRO-134,WH-KOL-002-Z03-R02-S02,61,9
INV-335,WH-002,PRO-135,WH-KOL-002-Z03-R02-S02,52,8
INV-336,WH-002,PRO-136,WH-KOL-002-Z03-R02-S03,62,9
INV-337,WH-002,PRO-137,WH-KOL-002-Z03-R02-S03,78,12
INV-338,WH-002,PRO-138,WH-KOL-002-Z03-R02-S03,64,10
INV-339,WH-002,PRO-139,WH-KOL-002-Z03-R02-S03,80,12
INV-340,WH-002,PRO-140,WH-KOL-002-Z03-R02-S03,62,9
INV-341,WH-002,PRO-141,WH-KOL-002-Z03-R02-S04,45,7
INV-342,WH-002,PRO-142,WH-KOL-002-Z03-R02-S04,47,7
INV-343,WH-002,PRO-143,WH-KOL-002-Z03-R02-S04,50,8
INV-344,WH-002,PRO-144,WH-KOL-002-Z03-R02-S04,33,5
INV-345,WH-002,PRO-145,WH-KOL-002-Z03-R02-S04,39,6
INV-346,WH-002,PRO-146,WH-KOL-002-Z03-R02-S05,31,5
INV-347,WH-002,PRO-147,WH-KOL-002-Z03-R02-S05,44,7
INV-348,WH-002,PRO-148,WH-KOL-002-Z03-R02-S05,37,6
INV-349,WH-002,PRO-149,WH-KOL-002-Z03-R02-S05,43,6
INV-350,WH-002,PRO-150,WH-KOL-002-Z03-R02-S05,37,6
INV-351,WH-002,PRO-151,WH-KOL-002-Z04-R01-S01,45,7
INV-352,WH-002,PRO-152,WH-KOL-002-Z04-R01-S01,37,6
INV-353,WH-002,PRO-153,WH-KOL-002-Z04-R01-S01,42,6
INV-354,WH-002,PRO-154,WH-KOL-002-Z04-R01-S01,44,7
INV-355,WH-002,PRO-155,WH-KOL-002-Z04-R01-S01,32,5
INV-356,WH-002,PRO-156,WH-KOL-002-Z04-R01-S02,37,6
INV-357,WH-002,PRO-157,WH-KOL-002-Z04-R01-S02,44,7
