product_id,category_code,category_name,product_name,brand,quality_level,unit_type,canonical_source,source_file,standardized_at
FLO-002,FLO,"Flour, Atta & Baking Essentials",Fortune Chakki Fresh Atta,Fortune,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FLO-003,FLO,"Flour, Atta & Baking Essentials",Pillsbury Chakki Fresh Atta,Pillsbury,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FLO-004,FLO,"Flour, Atta & Baking Essentials",Annapurna Atta,Annapurna,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FLO-005,FLO,"Flour, Atta & Baking Essentials",Aashirvaad Multigrain Atta,Aashirvaad,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FLO-006,FLO,"Flour, Atta & Baking Essentials",Tata Sampann Besan,Tata Sampann,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FLO-007,FLO,"Flour, Atta & Baking Essentials",Fortune Maida,Fortune,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FLO-008,FLO,"Flour, Atta & Baking Essentials",Rajdhani Besan,Rajdhani,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FLO-009,FLO,"Flour, Atta & Baking Essentials",Pillsbury Maida,Pillsbury,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FLO-010,FLO,"Flour, Atta & Baking Essentials",Baking Soda,Weikfield,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
DAL-001,DAL,Pulses & Dal,Tata Sampann Toor Dal,Tata Sampann,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
DAL-002,DAL,Pulses & Dal,Tata Sampann Moong Dal,Tata Sampann,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
DAL-003,DAL,Pulses & Dal,Tata Sampann Masoor Dal,Tata Sampann,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
DAL-004,DAL,Pulses & Dal,Fortune Chana Dal,Fortune,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
DAL-005,DAL,Pulses & Dal,Fortune Urad Dal,Fortune,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
DAL-006,DAL,Pulses & Dal,India Gate Moong Dal,India Gate,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
DAL-007,DAL,Pulses & Dal,India Gate Masoor Dal,India Gate,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
DAL-008,DAL,Pulses & Dal,Tata Sampann Rajma,Tata Sampann,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
DAL-009,DAL,Pulses & Dal,Tata Sampann Kabuli Chana,Tata Sampann,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
DAL-010,DAL,Pulses & Dal,Organic Tattva Moong Dal,Organic Tattva,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
OIL-001,OIL,Cooking Oil & Ghee,Fortune Sunflower Oil,Fortune,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
OIL-002,OIL,Cooking Oil & Ghee,Fortune Rice Bran Oil,Fortune,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
OIL-003,OIL,Cooking Oil & Ghee,Saffola Gold Oil,Saffola,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
OIL-004,OIL,Cooking Oil & Ghee,Saffola Active Oil,Saffola,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
OIL-005,OIL,Cooking Oil & Ghee,Emami Healthy & Tasty Mustard Oil,Emami,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
OIL-006,OIL,Cooking Oil & Ghee,Fortune Soyabean Oil,Fortune,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
OIL-007,OIL,Cooking Oil & Ghee,Gemini Refined Sunflower Oil,Gemini,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
OIL-008,OIL,Cooking Oil & Ghee,Dhara Mustard Oil,Dhara,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
OIL-009,OIL,Cooking Oil & Ghee,Amul Pure Ghee,Amul,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
OIL-010,OIL,Cooking Oil & Ghee,Patanjali Cow Ghee,Patanjali,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FRT-001,FRT,Fresh Fruits,Apple,Fresho,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FRT-002,FRT,Fresh Fruits,Banana,Fresho,Standard,dozen,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FRT-003,FRT,Fresh Fruits,Mango,Fresho,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FRT-004,FRT,Fresh Fruits,Orange,Fresho,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FRT-005,FRT,Fresh Fruits,Guava,Fresho,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FRT-006,FRT,Fresh Fruits,Papaya,Fresho,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FRT-007,FRT,Fresh Fruits,Pomegranate,Fresho,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FRT-008,FRT,Fresh Fruits,Watermelon,Fresho,Standard,piece,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FRT-009,FRT,Fresh Fruits,Grapes,Fresho,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
FRT-010,FRT,Fresh Fruits,Pineapple,Fresho,Standard,piece,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
VEG-001,VEG,Fresh Vegetables,Potato,Fresho,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
VEG-002,VEG,Fresh Vegetables,Tomato,Fresho,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
VEG-003,VEG,Fresh Vegetables,Onion,Fresho,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
VEG-004,VEG,Fresh Vegetables,Green Peas,Fresho,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
VEG-005,VEG,Fresh Vegetables,Cauliflower,Fresho,Standard,piece,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
VEG-006,VEG,Fresh Vegetables,Spinach,Fresho,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
VEG-007,VEG,Fresh Vegetables,Carrot,Fresho,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
VEG-008,VEG,Fresh Vegetables,Cucumber,Fresho,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
VEG-009,VEG,Fresh Vegetables,Green Chilli,Fresho,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
VEG-010,VEG,Fresh Vegetables,Brinjal,Fresho,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BIS-001,BIS,Biscuits & Cookies,Parle-G,Parle,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BIS-002,BIS,Biscuits & Cookies,Britannia Good Day,Britannia,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BIS-003,BIS,Biscuits & Cookies,Britannia Marie Gold,Britannia,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BIS-004,BIS,Biscuits & Cookies,Britannia Bourbon,Britannia,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BIS-005,BIS,Biscuits & Cookies,Parle Hide & Seek,Parle,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BIS-006,BIS,Biscuits & Cookies,Sunfeast Dark Fantasy,Sunfeast,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BIS-007,BIS,Biscuits & Cookies,Sunfeast Marie Light,Sunfeast,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BIS-008,BIS,Biscuits & Cookies,Oreo Original,Oreo,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BIS-009,BIS,Biscuits & Cookies,Tiger Glucose Biscuits,Britannia,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BIS-010,BIS,Biscuits & Cookies,Jim Jam Sandwich Biscuits,Parle,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
TEA-001,TEA,Tea & Coffee,Tata Tea Gold,Tata Tea,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
TEA-002,TEA,Tea & Coffee,Tata Tea Premium,Tata Tea,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
TEA-003,TEA,Tea & Coffee,Brooke Bond Red Label,Brooke Bond,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
TEA-004,TEA,Tea & Coffee,Brooke Bond Taj Mahal,Brooke Bond,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
TEA-005,TEA,Tea & Coffee,Society Tea,Society,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
TEA-006,TEA,Tea & Coffee,Wagh Bakri Premium Tea,Wagh Bakri,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
TEA-007,TEA,Tea & Coffee,Nescafé Classic,Nescafé,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
TEA-008,TEA,Tea & Coffee,Nescafé Sunrise,Nescafé,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
TEA-009,TEA,Tea & Coffee,Bru Instant Coffee,Bru,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
TEA-010,TEA,Tea & Coffee,Tata Coffee Grand,Tata Coffee,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
PCR-001,PCR,Personal Care,Sunsilk Shampoo,Sunsilk,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
PCR-002,PCR,Personal Care,Clinic Plus Shampoo,Clinic Plus,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
PCR-003,PCR,Personal Care,Dove Body Wash,Dove,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
PCR-004,PCR,Personal Care,Lux Soap,Lux,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
PCR-005,PCR,Personal Care,Pears Soap,Pears,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
PCR-006,PCR,Personal Care,Dettol Body Wash,Dettol,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
PCR-007,PCR,Personal Care,Nivea Body Lotion,Nivea,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
PCR-008,PCR,Personal Care,Vaseline Body Lotion,Vaseline,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
PCR-009,PCR,Personal Care,Himalaya Face Wash,Himalaya,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
PCR-010,PCR,Personal Care,Mamaearth Face Wash,Mamaearth,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
ORL-001,ORL,Oral Care,Colgate Strong Teeth,Colgate,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
ORL-002,ORL,Oral Care,Colgate MaxFresh,Colgate,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
ORL-003,ORL,Oral Care,Colgate Visible White,Colgate,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
ORL-004,ORL,Oral Care,Closeup Ever Fresh,Closeup,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
ORL-005,ORL,Oral Care,Pepsodent Germicheck,Pepsodent,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
ORL-006,ORL,Oral Care,Sensodyne Fresh Mint,Sensodyne,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
ORL-007,ORL,Oral Care,Dabur Red Paste,Dabur,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
