demand_id,week_start_date,week_end_date,year,week_number,location_id,region_of_kolkata,demand_rank,product_id,product_name,category_name,brand,unit_size,weekday_weekend,weekday_units_sold,weekend_units_sold,units_sold,avg_selling_price_rs,promotion_flag,discount_pct,holiday_flag,festival_event,season,temperature_c,rainfall_mm,humidity_pct,weather_condition,stockout_flag,forecast_target_start,forecast_target_end,next_week_demand_target_units,data_source,recorded_at,region_week_key,region_product_week_key,assortment_size,rank_scope,rank_basis,selling_unit_workbook,selling_unit_sheet,selling_unit_source_row,selling_unit_lookup_hint,reference_layer,anchor_status,source_file,standardized_at
DEM-0000001,2024-01-01,2024-01-07,2024,1,KOL-LOC-001,Lake Gardens,1,DAI-005,Mother Dairy Curd,Dairy & Milk Products,Mother Dairy,500 g,Weekday,111,35,146,52.79,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,152,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-001_20240101,KOL-LOC-001_20240101_DAI-005,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,3,'W001_2024-01-01'!A3,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000012,1970-01-01,1970-01-01,2024,1,KOL-LOC-003,Dhakuria,2,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,250 g,Weekday,80,26,106,159.37,1,10,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,1970-01-01,1970-01-01,102,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-003_20240101,KOL-LOC-003_20240101_TEA-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,404,'W001_2024-01-01'!A404,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000013,1970-01-01,1970-01-01,2024,1,KOL-LOC-003,Dhakuria,3,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,1 kg,Weekday,80,26,106,2393.65,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,1970-01-01,1970-01-01,103,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-003_20240101,KOL-LOC-003_20240101_TEA-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,405,'W001_2024-01-01'!A405,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000014,1970-01-01,1970-01-01,2024,1,KOL-LOC-003,Dhakuria,4,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,100 g,Weekday,60,22,82,35.65,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,1970-01-01,1970-01-01,84,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-003_20240101,KOL-LOC-003_20240101_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,406,'W001_2024-01-01'!A406,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000015,1970-01-01,1970-01-01,2024,1,KOL-LOC-003,Dhakuria,5,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,50 g,Weekday,60,20,80,32.4,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,1970-01-01,1970-01-01,85,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-003_20240101,KOL-LOC-003_20240101_TEA-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,407,'W001_2024-01-01'!A407,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000016,1970-01-01,1970-01-01,2024,1,KOL-LOC-004,Gariahat,1,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,50 g,Weekday,100,31,131,140.89,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,1970-01-01,1970-01-01,117,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-004_20240101,KOL-LOC-004_20240101_TEA-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,603,'W001_2024-01-01'!A603,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000017,1970-01-01,1970-01-01,2024,1,KOL-LOC-004,Gariahat,2,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,100 g,Weekday,86,31,117,65.17,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,1970-01-01,1970-01-01,112,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-004_20240101,KOL-LOC-004_20240101_TEA-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,604,'W001_2024-01-01'!A604,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000018,1970-01-01,1970-01-01,2024,1,KOL-LOC-004,Gariahat,3,SNK-004,Bingo Original Style,Chips & Namkeen,Bingo,400 g,Weekday,76,24,100,133.21,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,1970-01-01,1970-01-01,111,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-004_20240101,KOL-LOC-004_20240101_SNK-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,605,'W001_2024-01-01'!A605,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000019,2024-01-01,2024-01-07,2024,1,KOL-LOC-004,Gariahat,4,BIS-005,Parle Hide & Seek,Biscuits & Cookies,Parle,150 g,Weekday,71,25,96,25.43,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,97,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-004_20240101,KOL-LOC-004_20240101_BIS-005,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,606,'W001_2024-01-01'!A606,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000020,2024-01-01,2024-01-07,2024,1,KOL-LOC-004,Gariahat,5,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,Amul,1 L,Weekday,72,23,95,80.76,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,101,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-004_20240101,KOL-LOC-004_20240101_DAI-002,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,607,'W001_2024-01-01'!A607,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000021,2024-01-01,2024-01-07,2024,1,KOL-LOC-005,Ballygunge,1,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,250 g,Weekday,111,34,145,152.98,1,20,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,139,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-005_20240101,KOL-LOC-005_20240101_TEA-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,803,'W001_2024-01-01'!A803,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000022,2024-01-01,2024-01-07,2024,1,KOL-LOC-005,Ballygunge,2,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,1 kg,Weekday,96,32,128,548.95,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,131,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-005_20240101,KOL-LOC-005_20240101_TEA-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,804,'W001_2024-01-01'!A804,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000023,2024-01-01,2024-01-07,2024,1,KOL-LOC-005,Ballygunge,3,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,250 g,Weekday,87,30,117,153.39,1,20,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,119,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-005_20240101,KOL-LOC-005_20240101_TEA-002,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,805,'W001_2024-01-01'!A805,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000024,2024-01-01,2024-01-07,2024,1,KOL-LOC-005,Ballygunge,4,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,500 g,Weekday,78,26,104,153.96,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,108,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-005_20240101,KOL-LOC-005_20240101_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,806,'W001_2024-01-01'!A806,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000025,2024-01-01,2024-01-07,2024,1,KOL-LOC-005,Ballygunge,5,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,500 g,Weekday,76,26,102,91.82,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,100,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-005_20240101,KOL-LOC-005_20240101_INS-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,807,'W001_2024-01-01'!A807,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000026,2024-01-01,2024-01-07,2024,1,KOL-LOC-006,Jodhpur Park,1,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,250 g,Weekday,82,26,108,648.69,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,101,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-006_20240101,KOL-LOC-006_20240101_TEA-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,1003,'W001_2024-01-01'!A1003,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000027,2024-01-01,2024-01-07,2024,1,KOL-LOC-006,Jodhpur Park,2,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,50 g,Weekday,75,24,99,32.81,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,98,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-006_20240101,KOL-LOC-006_20240101_TEA-002,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,1004,'W001_2024-01-01'!A1004,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000028,2024-01-01,2024-01-07,2024,1,KOL-LOC-006,Jodhpur Park,3,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,1 kg,Weekday,70,20,90,578.69,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,89,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-006_20240101,KOL-LOC-006_20240101_TEA-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,1005,'W001_2024-01-01'!A1005,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000029,2024-01-01,2024-01-07,2024,1,KOL-LOC-006,Jodhpur Park,4,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,100 g,Weekday,61,22,83,36.67,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,84,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-006_20240101,KOL-LOC-006_20240101_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,1006,'W001_2024-01-01'!A1006,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0000030,2024-01-01,2024-01-07,2024,1,KOL-LOC-006,Jodhpur Park,5,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,Kellogg's,50 g,Weekday,57,19,76,15.91,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,77,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-006_20240101,KOL-LOC-006_20240101_INS-008,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,1007,'W001_2024-01-01'!A1007,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
