supplier_id,product_id,supplier_type_id,supplier_type_name,supplier_cost_price_rs,supplied_unit_size,supply_status,minimum_order_qty_units,max_order_qty_units,max_ship_qty_at_once_units,supplier_storage_capacity_units,vehicle_type,vehicle_count,vehicle_load_capacity_units,lead_time_days,location_id,unmapped_col_10_quarantine,feature_set,pipeline_timestamp
SUP-KOL-001-01,VEG-006,SUP-T01,Fresh Produce & Chilled,10,100 g,Available,90,1900,750,2300,Refrigerated Mini Truck,4,34,1,KOL-LOC-001,9.92,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-01,VEG-007,SUP-T01,Fresh Produce & Chilled,10,100 g,Available,90,1900,750,2300,Refrigerated Mini Truck,4,34,1,KOL-LOC-001,9.92,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-01,VEG-008,SUP-T01,Fresh Produce & Chilled,10,100 g,Available,90,1900,750,2300,Refrigerated Mini Truck,4,34,1,KOL-LOC-001,9.92,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-01,VEG-009,SUP-T01,Fresh Produce & Chilled,14,100 g,Available,90,1900,750,2300,Refrigerated Mini Truck,4,34,1,KOL-LOC-001,13.89,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-01,VEG-010,SUP-T01,Fresh Produce & Chilled,10,100 g,Available,90,1900,750,2300,Refrigerated Mini Truck,4,34,1,KOL-LOC-001,9.92,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,STP-001,SUP-T02,Staples & Cooking,40,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,40.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,STP-002,SUP-T02,Staples & Cooking,40,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,40.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,STP-003,SUP-T02,Staples & Cooking,36,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,36.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,STP-004,SUP-T02,Staples & Cooking,36,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,36.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,STP-005,SUP-T02,Staples & Cooking,40,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,40.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,STP-006,SUP-T02,Staples & Cooking,40,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,40.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,STP-007,SUP-T02,Staples & Cooking,36,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,36.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,STP-008,SUP-T02,Staples & Cooking,36,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,36.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,STP-009,SUP-T02,Staples & Cooking,36,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,36.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,STP-010,SUP-T02,Staples & Cooking,36,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,36.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,FLO-001,SUP-T02,Staples & Cooking,34,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,34.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,FLO-002,SUP-T02,Staples & Cooking,34,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,34.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,FLO-003,SUP-T02,Staples & Cooking,34,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,34.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,FLO-004,SUP-T02,Staples & Cooking,34,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,34.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,FLO-005,SUP-T02,Staples & Cooking,34,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,34.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,FLO-006,SUP-T02,Staples & Cooking,37,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,37.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,FLO-007,SUP-T02,Staples & Cooking,34,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,34.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,FLO-008,SUP-T02,Staples & Cooking,34,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,34.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,FLO-009,SUP-T02,Staples & Cooking,34,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,34.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,FLO-010,SUP-T02,Staples & Cooking,34,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,34.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,DAL-001,SUP-T02,Staples & Cooking,96,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,96.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,DAL-002,SUP-T02,Staples & Cooking,96,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,96.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,DAL-003,SUP-T02,Staples & Cooking,96,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,96.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,DAL-004,SUP-T02,Staples & Cooking,88,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,88.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,DAL-005,SUP-T02,Staples & Cooking,88,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,88.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,DAL-006,SUP-T02,Staples & Cooking,98,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,98.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,DAL-007,SUP-T02,Staples & Cooking,98,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,98.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,DAL-008,SUP-T02,Staples & Cooking,96,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,96.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,DAL-009,SUP-T02,Staples & Cooking,96,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,96.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,DAL-010,SUP-T02,Staples & Cooking,118,500 g,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,118.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,OIL-001,SUP-T02,Staples & Cooking,85,500 ml,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,85.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,OIL-002,SUP-T02,Staples & Cooking,85,500 ml,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,85.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,OIL-003,SUP-T02,Staples & Cooking,100,500 ml,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,100.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,OIL-004,SUP-T02,Staples & Cooking,100,500 ml,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,100.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,OIL-005,SUP-T02,Staples & Cooking,85,500 ml,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,85.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,OIL-006,SUP-T02,Staples & Cooking,85,500 ml,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,85.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,OIL-007,SUP-T02,Staples & Cooking,85,500 ml,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,85.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,OIL-008,SUP-T02,Staples & Cooking,85,500 ml,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,85.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,OIL-009,SUP-T02,Staples & Cooking,408,500 ml,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,408.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-02,OIL-010,SUP-T02,Staples & Cooking,400,500 ml,Available,110,2300,1050,3100,Mini Truck,5,30,1,KOL-LOC-001,400.0,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,CHO-001,SUP-T03,Packaged Foods & Bakery,17,20 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,17.14,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,CHO-002,SUP-T03,Packaged Foods & Bakery,17,20 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,17.14,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,CHO-003,SUP-T03,Packaged Foods & Bakery,25,20 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,25.2,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,CHO-004,SUP-T03,Packaged Foods & Bakery,17,20 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,17.14,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,CHO-005,SUP-T03,Packaged Foods & Bakery,17,20 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,17.14,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,CHO-006,SUP-T03,Packaged Foods & Bakery,17,20 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,17.14,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,CHO-007,SUP-T03,Packaged Foods & Bakery,18,20 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,18.14,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,CHO-008,SUP-T03,Packaged Foods & Bakery,129,20 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,130.03,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,CHO-009,SUP-T03,Packaged Foods & Bakery,17,20 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,17.14,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,CHO-010,SUP-T03,Packaged Foods & Bakery,17,20 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,17.14,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,SNK-001,SUP-T03,Packaged Foods & Bakery,16,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,16.13,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,SNK-002,SUP-T03,Packaged Foods & Bakery,16,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,16.13,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,SNK-003,SUP-T03,Packaged Foods & Bakery,16,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,16.13,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,SNK-004,SUP-T03,Packaged Foods & Bakery,16,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,16.13,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,SNK-005,SUP-T03,Packaged Foods & Bakery,16,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,16.13,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,SNK-006,SUP-T03,Packaged Foods & Bakery,16,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,16.13,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,SNK-007,SUP-T03,Packaged Foods & Bakery,16,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,16.13,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,SNK-008,SUP-T03,Packaged Foods & Bakery,16,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,16.13,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,SNK-009,SUP-T03,Packaged Foods & Bakery,16,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,16.13,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,SNK-010,SUP-T03,Packaged Foods & Bakery,16,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,16.13,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BAK-001,SUP-T03,Packaged Foods & Bakery,21,200 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,21.17,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BAK-002,SUP-T03,Packaged Foods & Bakery,21,200 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,21.17,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BAK-003,SUP-T03,Packaged Foods & Bakery,21,200 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,21.17,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BAK-004,SUP-T03,Packaged Foods & Bakery,21,200 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,21.17,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BAK-005,SUP-T03,Packaged Foods & Bakery,79,200 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,79.63,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BAK-006,SUP-T03,Packaged Foods & Bakery,79,200 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,79.63,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BAK-007,SUP-T03,Packaged Foods & Bakery,42,200 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,42.34,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BAK-008,SUP-T03,Packaged Foods & Bakery,21,200 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,21.17,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BAK-009,SUP-T03,Packaged Foods & Bakery,46,200 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,46.37,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BAK-010,SUP-T03,Packaged Foods & Bakery,206,200 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,207.65,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BIS-001,SUP-T03,Packaged Foods & Bakery,8,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,8.06,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BIS-002,SUP-T03,Packaged Foods & Bakery,8,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,8.06,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BIS-003,SUP-T03,Packaged Foods & Bakery,8,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,8.06,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BIS-004,SUP-T03,Packaged Foods & Bakery,8,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,8.06,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BIS-005,SUP-T03,Packaged Foods & Bakery,8,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,8.06,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
SUP-KOL-001-03,BIS-006,SUP-T03,Packaged Foods & Bakery,8,50 g,Available,70,1700,800,2500,Tempo/LCV,4,28,1,KOL-LOC-001,8.06,SUPPLY_AGENT,2026-09-21T13:24:19.602587+00:00
