origin_id,destination_id,euclidean_distance_km,service_available_flag,origin_type,destination_type,distance_type,note,feature_set,pipeline_timestamp
WH-KOL-002,KOL-LOC-029,8.0337,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-030,10.2754,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-031,13.4533,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-032,6.5973,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-033,7.4142,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-034,7.8961,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-035,11.9449,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-036,14.4534,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-037,4.9985,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-038,8.0353,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-039,8.2075,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-040,9.1092,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-001,4.0036,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-002,2.9085,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-003,2.8326,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-004,2.9049,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-005,3.0974,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-006,2.9702,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-007,5.0642,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-008,5.6895,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-009,5.6141,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-010,1.0095,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-011,2.9558,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-012,2.9097,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-013,6.066,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-014,8.0169,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-015,5.0872,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-016,6.5875,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-017,5.226,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-018,4.8093,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-019,6.067,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-020,6.7617,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-021,5.2118,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-022,6.1771,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-023,4.3196,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-024,3.183,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-025,5.5509,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-026,8.2227,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-027,7.6417,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-028,9.6604,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-029,9.8866,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-030,11.8355,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-003,KOL-LOC-031,14.9409,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
