warehouse_id,product_id,shelf_id,bin_id,source_file,pipeline_timestamp
WH-KOL-001,BEV-001,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-002,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-003,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-004,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-005,WH-KOL-001-Z01-R02-S02,WH-KOL-001-Z01-R02-S02-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-006,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-007,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-008,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-009,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BEV-010,WH-KOL-001-Z01-R02-S03,WH-KOL-001-Z01-R02-S03-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-001,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-002,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-003,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-004,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-005,WH-KOL-001-Z01-R02-S04,WH-KOL-001-Z01-R02-S04-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-006,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-007,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-008,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-009,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAI-010,WH-KOL-001-Z01-R02-S05,WH-KOL-001-Z01-R02-S05-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-001,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-002,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-003,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-004,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-005,WH-KOL-001-Z02-R01-S01,WH-KOL-001-Z02-R01-S01-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-006,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-007,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-008,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-009,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BAK-010,WH-KOL-001-Z02-R01-S02,WH-KOL-001-Z02-R01-S02-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-001,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-002,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-003,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-004,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-005,WH-KOL-001-Z02-R01-S03,WH-KOL-001-Z02-R01-S03-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-006,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-007,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-008,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-009,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,STP-010,WH-KOL-001-Z02-R01-S04,WH-KOL-001-Z02-R01-S04-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-001,WH-KOL-001-Z02-R01-S05,WH-KOL-001-Z02-R01-S05-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-002,WH-KOL-001-Z02-R01-S05,WH-KOL-001-Z02-R01-S05-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-003,WH-KOL-001-Z02-R01-S05,WH-KOL-001-Z02-R01-S05-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-004,WH-KOL-001-Z02-R01-S05,WH-KOL-001-Z02-R01-S05-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-005,WH-KOL-001-Z02-R01-S05,WH-KOL-001-Z02-R01-S05-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-006,WH-KOL-001-Z02-R02-S01,WH-KOL-001-Z02-R02-S01-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-007,WH-KOL-001-Z02-R02-S01,WH-KOL-001-Z02-R02-S01-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-008,WH-KOL-001-Z02-R02-S01,WH-KOL-001-Z02-R02-S01-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-009,WH-KOL-001-Z02-R02-S01,WH-KOL-001-Z02-R02-S01-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FLO-010,WH-KOL-001-Z02-R02-S01,WH-KOL-001-Z02-R02-S01-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-001,WH-KOL-001-Z02-R02-S02,WH-KOL-001-Z02-R02-S02-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-002,WH-KOL-001-Z02-R02-S02,WH-KOL-001-Z02-R02-S02-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-003,WH-KOL-001-Z02-R02-S02,WH-KOL-001-Z02-R02-S02-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-004,WH-KOL-001-Z02-R02-S02,WH-KOL-001-Z02-R02-S02-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-005,WH-KOL-001-Z02-R02-S02,WH-KOL-001-Z02-R02-S02-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-006,WH-KOL-001-Z02-R02-S03,WH-KOL-001-Z02-R02-S03-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-007,WH-KOL-001-Z02-R02-S03,WH-KOL-001-Z02-R02-S03-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-008,WH-KOL-001-Z02-R02-S03,WH-KOL-001-Z02-R02-S03-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-009,WH-KOL-001-Z02-R02-S03,WH-KOL-001-Z02-R02-S03-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,DAL-010,WH-KOL-001-Z02-R02-S03,WH-KOL-001-Z02-R02-S03-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-001,WH-KOL-001-Z02-R02-S04,WH-KOL-001-Z02-R02-S04-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-002,WH-KOL-001-Z02-R02-S04,WH-KOL-001-Z02-R02-S04-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-003,WH-KOL-001-Z02-R02-S04,WH-KOL-001-Z02-R02-S04-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-004,WH-KOL-001-Z02-R02-S04,WH-KOL-001-Z02-R02-S04-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-005,WH-KOL-001-Z02-R02-S04,WH-KOL-001-Z02-R02-S04-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-006,WH-KOL-001-Z02-R02-S05,WH-KOL-001-Z02-R02-S05-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-007,WH-KOL-001-Z02-R02-S05,WH-KOL-001-Z02-R02-S05-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-008,WH-KOL-001-Z02-R02-S05,WH-KOL-001-Z02-R02-S05-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-009,WH-KOL-001-Z02-R02-S05,WH-KOL-001-Z02-R02-S05-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,OIL-010,WH-KOL-001-Z02-R02-S05,WH-KOL-001-Z02-R02-S05-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-001,WH-KOL-001-Z03-R01-S01,WH-KOL-001-Z03-R01-S01-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-002,WH-KOL-001-Z03-R01-S01,WH-KOL-001-Z03-R01-S01-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-003,WH-KOL-001-Z03-R01-S01,WH-KOL-001-Z03-R01-S01-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-004,WH-KOL-001-Z03-R01-S01,WH-KOL-001-Z03-R01-S01-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-005,WH-KOL-001-Z03-R01-S01,WH-KOL-001-Z03-R01-S01-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-006,WH-KOL-001-Z03-R01-S02,WH-KOL-001-Z03-R01-S02-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-007,WH-KOL-001-Z03-R01-S02,WH-KOL-001-Z03-R01-S02-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-008,WH-KOL-001-Z03-R01-S02,WH-KOL-001-Z03-R01-S02-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-009,WH-KOL-001-Z03-R01-S02,WH-KOL-001-Z03-R01-S02-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,FRT-010,WH-KOL-001-Z03-R01-S02,WH-KOL-001-Z03-R01-S02-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-001,WH-KOL-001-Z03-R01-S03,WH-KOL-001-Z03-R01-S03-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-002,WH-KOL-001-Z03-R01-S03,WH-KOL-001-Z03-R01-S03-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-003,WH-KOL-001-Z03-R01-S03,WH-KOL-001-Z03-R01-S03-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-004,WH-KOL-001-Z03-R01-S03,WH-KOL-001-Z03-R01-S03-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-005,WH-KOL-001-Z03-R01-S03,WH-KOL-001-Z03-R01-S03-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-006,WH-KOL-001-Z03-R01-S04,WH-KOL-001-Z03-R01-S04-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-007,WH-KOL-001-Z03-R01-S04,WH-KOL-001-Z03-R01-S04-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-008,WH-KOL-001-Z03-R01-S04,WH-KOL-001-Z03-R01-S04-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-009,WH-KOL-001-Z03-R01-S04,WH-KOL-001-Z03-R01-S04-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,VEG-010,WH-KOL-001-Z03-R01-S04,WH-KOL-001-Z03-R01-S04-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-001,WH-KOL-001-Z03-R01-S05,WH-KOL-001-Z03-R01-S05-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-002,WH-KOL-001-Z03-R01-S05,WH-KOL-001-Z03-R01-S05-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-003,WH-KOL-001-Z03-R01-S05,WH-KOL-001-Z03-R01-S05-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-004,WH-KOL-001-Z03-R01-S05,WH-KOL-001-Z03-R01-S05-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-005,WH-KOL-001-Z03-R01-S05,WH-KOL-001-Z03-R01-S05-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-006,WH-KOL-001-Z03-R02-S01,WH-KOL-001-Z03-R02-S01-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-007,WH-KOL-001-Z03-R02-S01,WH-KOL-001-Z03-R02-S01-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-008,WH-KOL-001-Z03-R02-S01,WH-KOL-001-Z03-R02-S01-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-009,WH-KOL-001-Z03-R02-S01,WH-KOL-001-Z03-R02-S01-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,BIS-010,WH-KOL-001-Z03-R02-S01,WH-KOL-001-Z03-R02-S01-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-001,WH-KOL-001-Z03-R02-S02,WH-KOL-001-Z03-R02-S02-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-002,WH-KOL-001-Z03-R02-S02,WH-KOL-001-Z03-R02-S02-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-003,WH-KOL-001-Z03-R02-S02,WH-KOL-001-Z03-R02-S02-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-004,WH-KOL-001-Z03-R02-S02,WH-KOL-001-Z03-R02-S02-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-005,WH-KOL-001-Z03-R02-S02,WH-KOL-001-Z03-R02-S02-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-006,WH-KOL-001-Z03-R02-S03,WH-KOL-001-Z03-R02-S03-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-007,WH-KOL-001-Z03-R02-S03,WH-KOL-001-Z03-R02-S03-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-008,WH-KOL-001-Z03-R02-S03,WH-KOL-001-Z03-R02-S03-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-009,WH-KOL-001-Z03-R02-S03,WH-KOL-001-Z03-R02-S03-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,TEA-010,WH-KOL-001-Z03-R02-S03,WH-KOL-001-Z03-R02-S03-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-001,WH-KOL-001-Z03-R02-S04,WH-KOL-001-Z03-R02-S04-B01,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-002,WH-KOL-001-Z03-R02-S04,WH-KOL-001-Z03-R02-S04-B02,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-003,WH-KOL-001-Z03-R02-S04,WH-KOL-001-Z03-R02-S04-B03,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-004,WH-KOL-001-Z03-R02-S04,WH-KOL-001-Z03-R02-S04-B04,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
WH-KOL-001,PCR-005,WH-KOL-001-Z03-R02-S04,WH-KOL-001-Z03-R02-S04-B05,inventory_stock.xlsx/Inventory_Position,2026-09-21T14:25:30.977573+00:00
