warehouse_id,product_id,available_stock_units,avg_weekly_demand_units,weeks_of_cover_calc,reorder_flag_calc,stock_status,inventory_risk,shortage_units,capacity_utilization_pct,risk_source,pipeline_timestamp
WH-KOL-001,BEV-010,88,75.6,1.16,1,Healthy,NORMAL,63.2,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAI-001,53,28.5,1.86,1,Healthy,NORMAL,4.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAI-002,89,61.0,1.46,1,Healthy,NORMAL,33.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAI-003,44,19.2,2.29,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAI-004,47,23.4,2.01,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAI-005,134,107.8,1.24,1,Healthy,NORMAL,81.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAI-006,63,25.2,2.5,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAI-007,57,23.7,2.41,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAI-008,49,28.3,1.73,1,Healthy,NORMAL,7.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAI-009,43,18.9,2.28,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAI-010,113,75.2,1.5,1,Healthy,NORMAL,37.4,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BAK-001,39,22.7,1.72,1,Healthy,NORMAL,6.4,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BAK-002,51,31.7,1.61,1,Healthy,NORMAL,12.4,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BAK-003,77,63.8,1.21,1,Healthy,NORMAL,50.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BAK-004,91,105.4,0.86,1,Healthy,NORMAL,119.8,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BAK-005,39,23.9,1.63,1,Healthy,NORMAL,8.8,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BAK-006,46,22.0,2.09,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BAK-007,50,22.1,2.26,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BAK-008,55,25.8,2.13,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BAK-009,53,26.7,1.99,1,Healthy,NORMAL,0.4,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BAK-010,41,32.3,1.27,1,Healthy,NORMAL,23.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,STP-001,35,4.8,7.29,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,STP-002,49,7.5,6.53,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,STP-003,42,6.1,6.89,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,STP-004,44,5.7,7.72,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,STP-005,53,6.7,7.91,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,STP-006,43,7.5,5.73,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,STP-007,59,7.6,7.76,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,STP-008,54,7.6,7.11,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,STP-009,48,5.0,9.6,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,STP-010,56,7.1,7.89,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FLO-001,51,7.4,6.89,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FLO-002,47,6.8,6.91,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FLO-003,56,7.0,8.0,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FLO-004,43,5.3,8.11,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FLO-005,44,7.3,6.03,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FLO-006,39,6.1,6.39,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FLO-007,55,7.2,7.64,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FLO-008,45,6.9,6.52,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FLO-009,44,5.2,8.46,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FLO-010,51,5.3,9.62,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAL-001,52,7.4,7.03,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAL-002,46,7.5,6.13,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAL-003,52,5.2,10.0,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAL-004,37,6.1,6.07,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAL-005,44,6.2,7.1,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAL-006,43,7.2,5.97,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAL-007,42,7.6,5.53,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAL-008,36,5.8,6.21,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAL-009,52,5.9,8.81,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,DAL-010,47,5.5,8.55,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,OIL-001,49,5.3,9.25,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,OIL-002,40,6.7,5.97,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,OIL-003,40,5.1,7.84,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,OIL-004,49,5.4,9.07,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,OIL-005,50,4.7,10.64,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,OIL-006,45,4.9,9.18,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,OIL-007,50,5.3,9.43,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,OIL-008,52,4.9,10.61,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,OIL-009,38,6.3,6.03,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,OIL-010,59,7.2,8.19,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FRT-001,56,30.8,1.82,1,Healthy,NORMAL,5.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FRT-002,55,30.7,1.79,1,Healthy,NORMAL,6.4,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FRT-003,49,25.2,1.94,1,Healthy,NORMAL,1.4,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FRT-004,47,24.1,1.95,1,Healthy,NORMAL,1.2,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FRT-005,51,28.8,1.77,1,Healthy,NORMAL,6.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FRT-006,37,27.5,1.35,1,Healthy,NORMAL,18.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FRT-007,95,73.9,1.29,1,Healthy,NORMAL,52.8,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FRT-008,52,28.7,1.81,1,Healthy,NORMAL,5.4,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FRT-009,37,21.0,1.76,1,Healthy,NORMAL,5.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,FRT-010,47,22.6,2.08,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,VEG-001,43,16.5,2.61,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,VEG-002,43,18.4,2.34,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,VEG-003,83,75.5,1.1,1,Healthy,NORMAL,68.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,VEG-004,41,21.1,1.94,1,Healthy,NORMAL,1.2,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,VEG-005,45,21.8,2.06,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,VEG-006,50,24.4,2.05,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,VEG-007,46,24.7,1.86,1,Healthy,NORMAL,3.4,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,VEG-008,97,47.7,2.03,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,VEG-009,52,24.6,2.11,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,VEG-010,75,55.4,1.35,1,Healthy,NORMAL,35.8,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BIS-001,54,20.4,2.65,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BIS-002,43,21.1,2.04,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BIS-003,53,22.1,2.4,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BIS-004,48,22.5,2.13,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BIS-005,75,64.8,1.16,1,Healthy,NORMAL,54.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BIS-006,55,21.0,2.62,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BIS-007,50,23.9,2.09,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BIS-008,71,52.1,1.36,1,Healthy,NORMAL,33.2,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BIS-009,45,23.4,1.92,1,Healthy,NORMAL,1.8,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,BIS-010,41,23.4,1.75,1,Healthy,NORMAL,5.8,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,TEA-001,68,57.6,1.18,1,Healthy,NORMAL,47.2,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,TEA-002,75,88.1,0.85,1,Healthy,NORMAL,101.2,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,TEA-003,59,62.0,0.95,1,Healthy,NORMAL,65.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,TEA-004,83,73.2,1.13,1,Healthy,NORMAL,63.4,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,TEA-005,65,57.6,1.13,1,Healthy,NORMAL,50.2,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,TEA-006,68,71.2,0.96,1,Healthy,NORMAL,74.4,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,TEA-007,71,64.3,1.1,1,Healthy,NORMAL,57.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,TEA-008,60,61.8,0.97,1,Healthy,NORMAL,63.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,TEA-009,91,58.9,1.54,1,Healthy,NORMAL,26.8,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,TEA-010,92,43.9,2.1,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,PCR-001,57,5.2,10.96,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,PCR-002,51,4.9,10.41,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,PCR-003,44,5.0,8.8,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,PCR-004,58,4.8,12.08,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,PCR-005,48,6.3,7.62,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,PCR-006,39,4.8,8.12,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,PCR-007,43,4.9,8.78,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,PCR-008,42,6.2,6.77,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,PCR-009,58,7.1,8.17,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,PCR-010,54,6.5,8.31,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,ORL-001,57,6.5,8.77,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,ORL-002,38,6.7,5.67,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,ORL-003,40,5.0,8.0,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,ORL-004,42,5.7,7.37,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,ORL-005,50,5.5,9.09,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,ORL-006,53,7.6,6.97,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,ORL-007,38,5.0,7.6,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,ORL-008,39,4.7,8.3,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,ORL-009,45,7.3,6.16,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,ORL-010,55,6.7,8.21,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,CLN-001,37,7.6,4.87,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,CLN-002,35,6.4,5.47,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,CLN-003,38,6.5,5.85,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,CLN-004,52,7.3,7.12,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,CLN-005,45,6.8,6.62,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,CLN-006,41,5.0,8.2,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,CLN-007,46,5.3,8.68,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,CLN-008,51,7.0,7.29,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,CLN-009,58,6.7,8.66,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,CLN-010,39,6.7,5.82,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,HOU-001,50,6.4,7.81,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,HOU-002,34,6.4,5.31,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,HOU-003,49,5.4,9.07,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,HOU-004,46,6.1,7.54,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,HOU-005,39,6.1,6.39,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,HOU-006,39,7.6,5.13,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,HOU-007,54,5.5,9.82,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,HOU-008,39,7.2,5.42,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,HOU-009,47,4.8,9.79,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,HOU-010,39,7.2,5.42,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,INS-001,81,56.6,1.43,1,Healthy,NORMAL,32.2,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,INS-002,56,27.2,2.06,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,INS-003,51,25.3,2.02,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,INS-004,108,71.8,1.5,1,Healthy,NORMAL,35.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,INS-005,48,27.1,1.77,1,Healthy,NORMAL,6.2,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,INS-006,59,33.3,1.77,1,Healthy,NORMAL,7.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,INS-007,56,23.1,2.42,0,Healthy,NORMAL,0.0,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,INS-008,102,54.3,1.88,1,Healthy,NORMAL,6.6,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-001,INS-009,85,72.2,1.18,1,Healthy,NORMAL,59.4,61.35,INVENTORY,2026-09-21T14:26:38.170968+00:00
